author_name	author_birth	author_death	Count
Oldfield, Henry George	NA	NA	  3
Tailfer, Patrick	NA	NA	  3
Fordun, John	NA	1384	  3
Lady	NA	NA	  3
Old Whig	NA	NA	  3
Serces, James	NA	NA	  3
Eyre, Francis	NA	1804	  3
Zelis	NA	NA	  3
Armstrong, Mostyn John	NA	NA	  3
Country Gentleman	NA	NA	  3
Ashburton, Charles Alfred	NA	NA	  3
Raymond, Anthony	1675	NA	  3
Cawthorne, Joseph	NA	NA	  3
Mullala, James	NA	NA	  3
Gentleman In The City	NA	NA	  3
Bousfield, Benjamin	NA	NA	  3
Ball, Charles	NA	NA	  3
Lamotte, Charles	NA	NA	  3
Leader, Nicholas Philpot	NA	1836	  3
Mignonneau	NA	NA	  3
Menteith, Robert	NA	NA	  3
Morgan, J	1739	NA	  3
Sewell, George	NA	1726	  3
Thrum, Tam	NA	NA	  3
Ozell	NA	1743	  3
Heath, George	NA	NA	  3
Wills, William	NA	NA	  3
Shepheard, James	NA	1718	  3
Asplin, Samuel	NA	NA	  3
Herne, Thomas	NA	1722	  3
Bisse, Thomas	NA	1731	  3
Turnbull, Gordon	NA	NA	  3
Gerahty, James	NA	NA	  3
Piossens	NA	NA	  3
Scot, John	NA	NA	  3
Vincent, Philip	1600	NA	  3
English Gentleman Of Very Good Account	NA	NA	  3
Hastings, Francis	NA	1610	  3
Angelus, Christophorus	NA	1638	  3
R	1613	NA	  3
Digges, Thomas	NA	1595	  3
Morison, Richard	NA	1556	  3
Valdés, Alfonso De	NA	1532	  3
Nixon, Anthony	NA	NA	  3
Cunningham, James	NA	1697	  3
Ronquillo, Pedro	1635	NA	  3
Purnell, Robert	NA	1666	  3
By stander	NA	NA	  3
Pora, Charles	NA	NA	  3
Thomson, R	NA	NA	  3
Staley, William	NA	1678	  3
Taubman, Matthew	NA	1690	  3
Vaughan, Charles	NA	NA	  3
Bulmer, John	NA	NA	  3
Lupton, Donald	NA	1676	  3
Pinnell, Henry	NA	NA	  3
Corbet, Jeffrey	NA	NA	  3
Croke, Unton	NA	NA	  3
Duncon, Samuel	NA	NA	  3
Finch, Henry	NA	1625	  3
Danvers, Henry	NA	1687	  3
Brayne, John	NA	NA	  3
Calver, Edward	1649	NA	  3
El, M	1648	NA	  3
St Serfe, Thomas	1668	NA	  3
Poyer, John	NA	1649	  3
Jones, Michael	NA	1649	  3
Lawrence, Richard	NA	1684	  3
Freeman, Francis	NA	NA	  3
Burrell, Andrewes	NA	NA	  3
Ellyson, Thomas	NA	NA	  3
Worthy Gentleman In Sir Thomas Fairfax His Army	NA	NA	  3
Nutt, Thomas	NA	NA	  3
Farrar, Richard	NA	NA	  3
Saunders, Thomas	NA	NA	  3
Weldon, Anthony	NA	1649	  3
Gentleman In Scotland	NA	NA	  3
Lover Of Truth And Peace	NA	NA	  3
True Son Of The Church	NA	NA	  3
Berkeley, John	NA	1678	  3
Aconcio, Iacopo	NA	1566	  3
Enos, Walter	NA	NA	  3
Philanax Misopapas	NA	NA	  3
Rudyard, Thomas	NA	1692	  3
Cranford, James	NA	1657	  3
Eye witness	NA	NA	  3
Well minded Petitioner For Peace And Truth	NA	NA	  3
Manby, Peter	NA	1697	  3
Knight, Val	NA	NA	  3
Bury, John	NA	NA	  3
Ramsey, Thomas	NA	NA	  3
Covel, William	NA	NA	  3
Lancton, Thomas	NA	NA	  3
Ravenhill, William	NA	NA	  3
Steele, William	NA	1680	  3
Wantner, Abel	NA	NA	  3
Hartlib, Samuel	NA	1662	  3
Carpenter, William	1770	NA	  3
Morley, Thomas	NA	1603	  3
Udall, Ephraim	NA	1647	  3
Gostelo, Walter	NA	NA	  3
Hunt, James	NA	NA	  3
Dellon, Gabriel	1649	NA	  3
Abudacnus, Josephus	NA	NA	  3
Haward, Lazarus	NA	NA	  3
Mullenaux, Samuel	NA	NA	  3
Carew, Abel	NA	NA	  3
Bird, Benjamin	NA	NA	  3
La Calprenède, Gaultier De Coste	NA	1663	  3
Cooke, Edward	NA	NA	  3
Matthew, Edward	NA	NA	  3
Sampford, H	NA	NA	  3
Newrobe, Richard	NA	NA	  3
Cary, John	NA	1720	  3
Chevalier, Pierre	NA	NA	  3
Ferrare Du Tot, Charles De	NA	1694	  3
Howard, Edward	1669	NA	  3
Smith, Philip	NA	1664	  3
Basill, William	NA	NA	  3
Kirby, Richard	1649	NA	  3
Thomas, William	NA	NA	  3
Hare, John	NA	NA	  3
Bladen, W	NA	NA	  3
Ascham, Antony	NA	1650	  3
Huntington, Robert	NA	NA	  3
Browne, John	NA	NA	  3
Monro, Robert	NA	NA	  3
Burridge, Ezekiel	NA	NA	  3
England, Divine	NA	NA	  3
Baron, William	1636	NA	  3
Mervault, Pierre	1608	NA	  3
Danvers, John	NA	NA	  3
Griffith, Alexander	NA	1690	  3
Ware, Robert	NA	1696	  3
Travers, Robert	NA	NA	  3
Ashe, Simeon	NA	1662	  3
Bede, Saint	NA	NA	  3
Austin, Robert	1593	NA	  3
Vincent	NA	NA	  3
Learned Divine	NA	NA	  3
Bland, Peter	NA	NA	  3
Fowler, J	NA	NA	  3
Borough, John	NA	1643	  3
Commoner Of England	NA	NA	  3
Farnham, Barry Maxwell	NA	1800	  3
Troughton, Thomas	NA	NA	  3
Gay, Nicholas	NA	NA	  3
Officer Of The Army	NA	NA	  3
Real Friend	NA	NA	  3
Johnson, Thomas	1788	NA	  3
Christian	NA	NA	  3
Barnard, Edward	NA	NA	  3
Young Scotsman Formerly A Voluntier In The Corsican Service	NA	NA	  3
D'anvers, Caleb	NA	NA	  3
Le Pointe, Thomas	NA	NA	  3
Jackson, John	1742	NA	  3
Dirom, Alexander	NA	1830	  3
Shaftoe, Frances	NA	NA	  3
Sydney, Temple	NA	NA	  3
Eye Witness	NA	NA	  3
Mackenzie, Roderick	NA	NA	  3
Griffith, Amyas	1746	NA	  3
Bicknell, Alexander	NA	1796	  3
Candid Observer	NA	NA	  3
M'mahon, Thomas O'brien	NA	NA	  3
Mcalpine, J	NA	NA	  3
Volunteer	NA	NA	  3
Commerell	NA	1799	  3
Lattin, Patrick	NA	NA	  3
Joly, Guy	NA	1678	  3
Tracy, Darby	NA	NA	  3
Britannus	NA	NA	  3
True Briton	NA	NA	  3
Krusiński, Judas Thaddaeus	NA	NA	  3
Cunningham, T	NA	1789	  3
Philoclesius	NA	NA	  3
Stuart, C	1794	NA	  3
Serle, Ambrose	NA	NA	  3
Sincere Lover Of The Protestant Religion	NA	NA	  3
Mullalla, James	1757	NA	  3
Tonkin, Mary	NA	NA	  3
English Lady	NA	NA	  3
Wylie, Robert	NA	NA	  3
Henoticus	NA	NA	  2
Hayward, Robert	NA	NA	  2
Orsbridge, Philip	NA	NA	  2
Gros	NA	NA	  2
Freeman	NA	NA	  2
Hollister, Isaac	1750	NA	  2
Antibiastes	NA	NA	  2
Lover Of His King And Country	NA	NA	  2
Tillier, Rodolphe	NA	NA	  2
Sentinel	NA	NA	  2
Plant, Thomas	NA	NA	  2
Gatchel, Samuel	NA	NA	  2
Mein, John	NA	NA	  2
Bohun, William	NA	NA	  2
Tharp, Peter	NA	NA	  2
Remington, E	NA	NA	  2
Moderate Whig	NA	NA	  2
Flagg, James	NA	NA	  2
Bishop, Abraham	NA	NA	  2
Fisher, Hugh	NA	1734	  2
Fleming, William	NA	NA	  2
Burk, John	NA	1808	  2
Watchman	NA	NA	  2
Blagge, Benjamin	NA	NA	  2
Birch, Thomas Ledlie	NA	1808	  2
Stevens, James Wilson	NA	NA	  2
La Motte, Philémon De	NA	NA	  2
Patten, Robert	1715	NA	  2
Pratz, Le	NA	1775	  2
Raphson, Joseph	1716	NA	  2
Philipps, J T	NA	1755	  2
Erasmus, Desiderius	NA	1536	  2
Nisbett, N	NA	NA	  2
Coquereau, Jean-baptiste-louis	NA	NA	  2
Carter, Edmund	NA	NA	  2
Dalzel, Archibald	NA	NA	  2
Downes, Samuel	NA	1723	  2
Officer Of The Guards	NA	NA	  2
Marchant, John	NA	NA	  2
Mante, Thomas	1772	NA	  2
Russell, Alexander	NA	NA	  2
St Amand, George	NA	NA	  2
Coghlan	NA	NA	  2
Dathe, A	NA	1768	  2
Stuart, James	NA	1793	  2
Grey, G	NA	NA	  2
Parker, Robert	1665	NA	  2
Lloyd, John	NA	NA	  2
Spelman, Edward	NA	1767	  2
Tuljaji	NA	1787	  2
Philanthropist	NA	NA	  2
Habesci, Elias	NA	NA	  2
Reeves, George	NA	NA	  2
Plain Man	NA	NA	  2
Loch, David	NA	1780	  2
Protestant Dissenter	NA	NA	  2
Sinclair, John Gordon	NA	NA	  2
Matthews, John	NA	NA	  2
Ovid	  18	NA	  2
Gentleman In South brittain	NA	NA	  2
Anburey, Thomas	NA	NA	  2
England, George	NA	NA	  2
French, George	NA	NA	  2
Merchant Of London	NA	NA	  2
Willich, A F M	1776	NA	  2
Prenties, Samuel Waller	NA	NA	  2
Ray, James	1700	NA	  2
Young, John	NA	NA	  2
Patono, Benedetto	NA	NA	  2
Roustan, Ant Jaq	NA	NA	  2
Firishtah, Muḣammad Qāsim Hindū Shāh Astarābādı̄	NA	NA	  2
Macgregory, John	NA	NA	  2
Gibson	NA	NA	  2
Authors Of The Abstract With Improvements	NA	NA	  2
Phillips, J	1792	NA	  2
Chetwood, W R	NA	1766	  2
Andrew	NA	NA	  2
Burrish, Onslow	NA	NA	  2
Scipio, Cornelius	NA	NA	  2
Amateur Of Eminence	NA	NA	  2
Physician	NA	NA	  2
Roland, C -n	NA	NA	  2
Kerr, Charles	NA	NA	  2
Hibernicus	NA	NA	  2
Hamond, J	NA	NA	  2
Wills, Benjamin	NA	1748	  2
Scots Gentleman In The Swedish Service	NA	NA	  2
Waddel, George	NA	NA	  2
Disney, Daniel	NA	NA	  2
Stanhope, Philip Dormer	1752	NA	  2
Palm, Karl Josef Von	NA	NA	  2
Citizen And Native Of London	NA	NA	  2
Johnson, Anthony	NA	NA	  2
Lanjuinais, Joseph	NA	1808	  2
Mountague, William Henry	NA	NA	  2
Vernon, Francis Venables	NA	NA	  2
Looker-on	1800	NA	  2
Orme, Daniel	1767	NA	  2
Riley, George	NA	NA	  2
Merchant In Stockholm	NA	NA	  2
Bullingbrooke, Edward	NA	NA	  2
Alexander, James	NA	1815	  2
Le Marchant, William	NA	NA	  2
Cope	NA	NA	  2
Bonner, Charles	NA	1829	  2
Gentleman Of Oxford	NA	NA	  2
Redfoord, Archibald	NA	NA	  2
Stedman, John	NA	1791	  2
Member	NA	NA	  2
La Croix, De	NA	1704	  2
Roe, Robert	NA	NA	  2
English Volunteer	NA	NA	  2
Clarendon, R V	NA	NA	  2
Free Citizen	NA	NA	  2
Mckenna, Theobald	NA	1808	  2
Mitchell, Hugh	NA	1815	  2
Williamson, James	1743	NA	  2
Leggett, Richard	NA	NA	  2
Eden, Adam	NA	NA	  2
Merchant And Citizen Of London	NA	NA	  2
Myles, William	NA	NA	  2
Laelius	NA	NA	  2
La Touche, James Digges	1709	NA	  2
Pope, Luke	NA	NA	  2
Bulaki, Abd	NA	NA	  2
Bicknell, John	NA	NA	  2
Whig Anglois	NA	NA	  2
Wallis, Ninian	NA	NA	  2
Tickell, John	NA	NA	  2
Cantillon, Richard	NA	1734	  2
B de	NA	NA	  2
Horler, Joseph	1701	NA	  2
Hervey, Frederic	NA	NA	  2
Hardy, John	NA	1796	  2
Observator	NA	NA	  2
John	NA	NA	  2
Butler	NA	NA	  2
Stretzer, Thomas	NA	1738	  2
Anstie, John	NA	NA	  2
Scott, William	1726	NA	  2
Patriot	NA	NA	  2
Rue, De	NA	NA	  2
Mary	NA	NA	  2
Nott, Job	NA	NA	  2
Nathan	1780	NA	  2
Wood	NA	NA	  2
Portius	NA	NA	  2
Author Of The History Of The Succession To Juliers And Berg	NA	NA	  2
Kincaid, Alexander	NA	NA	  2
Corinna	NA	NA	  2
Saladin, Charles	NA	NA	  2
Officer On The Spot	NA	NA	  2
True Patriot	NA	NA	  2
Hughes	1793	NA	  2
Grady, Thomas	NA	1842	  2
Lover Of Truth And A Friend To Society	NA	NA	  2
Dyde, William	NA	NA	  2
Frey, Andreas	NA	NA	  2
La Pilonnière, François De	1680	NA	  2
Harper, William	NA	NA	  2
Monitor	NA	NA	  2
French, Robert	NA	NA	  2
Collis, John	NA	NA	  2
Author Of The Necessity Of An Incorporate Union	NA	NA	  2
Triebner, Christopher Frederic	NA	NA	  2
One Of The Committee	NA	NA	  2
Morrison, John	NA	NA	  2
Brand, John	NA	1808	  2
Caillaud, John	NA	1810	  2
Grant, James	NA	NA	  2
Russell, Thomas	NA	1803	  2
Bennet, John	NA	1627	  2
Tedder, William	NA	NA	  2
Jones, William	NA	NA	  2
Neve, John	1626	NA	  2
Darcie, Abraham	1625	NA	  2
Harrison, Stephen	NA	NA	  2
Eadmer	NA	1124	  2
Brinckmair, L	NA	NA	  2
Zarain	NA	NA	  2
Woodhouse, John	NA	NA	  2
Francois, Gentil-homme	1588	NA	  2
Beringer, Joachim	NA	NA	  2
Hubbock, William	1560	NA	  2
Balmford, James	1556	NA	  2
Farley, Henry	NA	NA	  2
A	1581	NA	  2
Martinengo, Nestore	NA	NA	  2
Nelson, Thomas	1580	NA	  2
Dowriche, Anne	1589	NA	  2
Bonoeil, John	NA	NA	  2
Lydgate, John	NA	NA	  2
Covell, William	NA	1614	  2
Colynet, Antony	NA	NA	  2
Clapham, John	1566	NA	  2
Knight, Francis	NA	NA	  2
Diggs, Thomas	NA	NA	  2
I	1626	NA	  2
Isidore	NA	NA	  2
La Martelière, Pierre De	NA	1631	  2
Huntly, George Gordon	NA	1649	  2
Scot, Patrick	NA	NA	  2
Frégeville, Jean De	NA	NA	  2
Blenerhasset, Thomas	NA	NA	  2
Felice, Costanzo	NA	NA	  2
Barnaud, Nicholas	1539	NA	  2
E	1582	NA	  2
Muriell, Christopher	NA	NA	  2
Appian	NA	NA	  2
Hughes, Lewes	1620	NA	  2
Harris, John	1690	NA	  2
Parry, William	NA	1585	  2
Gregory, Robert	NA	NA	  2
Kaye, William	NA	NA	  2
Le Ragois, Claude	NA	NA	  2
Paton, George	NA	NA	  2
Sandys, Samuel	NA	NA	  2
Smith, Humphry	NA	NA	  2
Thompson, John	NA	NA	  2
Touchet, George	NA	1689	  2
Witherings, William	NA	NA	  2
Wood, P	NA	NA	  2
Perkins, Joseph	1658	NA	  2
Rigbey, Richard	NA	NA	  2
Hamilton, Richard	NA	1717	  2
Hatt, Martha Arundel	NA	NA	  2
Massey, Peter	NA	NA	  2
True Protestant Of The Church Of England	NA	NA	  2
Bendish, Thomas	NA	1674	  2
Ducket, Thomas	NA	NA	  2
Elliot, John	NA	NA	  2
Mulledy, Alice	NA	NA	  2
Baldwin, D	NA	NA	  2
Lenthall, John	NA	NA	  2
Pugh, Thomas	NA	NA	  2
Gearing, William	NA	NA	  2
Hannes, Edward	NA	1710	  2
Chaumont, Alexandre	NA	1710	  2
Bakewell, Thomas	1619	NA	  2
Owen, David	NA	1623	  2
Verax Philanax	NA	NA	  2
Duckett, Thomas	NA	NA	  2
Baston, Samuel	NA	NA	  2
La Tour, Filliberto Sallier De	NA	NA	  2
Stoughton, William	1584	NA	  2
Russell, John	1660	NA	  2
Bilain, Antoine	NA	1672	  2
Merchant	NA	NA	  2
Lacroze, Jean Cornand De	NA	1705	  2
Graile, Edmond	1577	NA	  2
Walby, Anthony	NA	NA	  2
Weston, Charles	NA	NA	  2
Hewlett, James	1645	NA	  2
Noddel, Daniel	NA	NA	  2
Officer In The Royal Army	NA	NA	  2
Gibson, Thomas	NA	NA	  2
Young, Robert	1674	NA	  2
Pontier, Gédéon	NA	1709	  2
Hedworth, John	NA	NA	  2
De Laune, Thomas	NA	1685	  2
Fletcher, Henry	NA	NA	  2
Wel willer To King And Parliament	NA	NA	  2
Carew, George	NA	NA	  2
Lombard, André	NA	NA	  2
Fage, Robert	NA	NA	  2
Lane, John	NA	NA	  2
Gogor, William	NA	1681	  2
Waersegger, Abraham	NA	NA	  2
Sanders, John	1700	NA	  2
Philpot, Thomas	NA	NA	  2
Richardson, Thomas	NA	NA	  2
Dawe	1653	NA	  2
Gaujac, Peter Gally De	NA	NA	  2
Rolph, Edmund	NA	NA	  2
Gayer, John	NA	1649	  2
Bagwell, William	1593	NA	  2
Lindsey	1774	NA	  2
Behr, Hans	NA	NA	  2
Warwell, James	NA	1663	  2
Douch, John	1623	NA	  2
Cooper, Thomas	NA	NA	  2
Refuge	NA	1617	  2
Member Of The Army	NA	NA	  2
True English Man	NA	NA	  2
Alured, Matthew	NA	NA	  2
R	NA	1666	  2
Shapcott, Robert	NA	NA	  2
Friend To Justice And The Common wealth	NA	NA	  2
White, Thomas	1652	NA	  2
Builder Of Zion The New Jerusalem	NA	NA	  2
White, Peter	NA	NA	  2
Bradshaw, Ellis	NA	NA	  2
Fallall, Fardinando	NA	NA	  2
Hind, James	NA	1652	  2
Poole, Elizabeth	NA	NA	  2
Pight, Richard	NA	NA	  2
Willis, John	NA	1625	  2
Adis, Henry	NA	NA	  2
Culmer, Richard	NA	1662	  2
Saint-leger, Anthony	NA	1680	  2
Anderson, Henry	1582	NA	  2
Cheesman, Christopher	NA	NA	  2
Warren, Albertus	NA	NA	  2
Whitlock, Bulstrode	1676	NA	  2
