original	polished	Count
printed for John Stockdale, Piccadilly	savoy e r nutt r gosling assigns edw sayer esq d browne walthoe b lintot r gosling w mears ward w innys osborn woodward f clay wotton k williamson ward	 32
Printed by James Rivington	daniel kneeland queen-street thomas leverett corn-hill	 31
printed by Andrew Crook, printer to the King's most excellent Majesty, on Cork-Hill, near Copper-Alley	coppy that was iohn wright	 31
printed for R.W.	m gilliflower black spread-eagle westminster-hall partridge post-house charing-cross	 31
e Theatro Sheldoniano	are be peter cole his shop corn-hill right over against popes-head ally neare royall exchange	 31
printed for J. Milliken, 32, Grafton-Street	debrett	 31
printed for G. Horton	thomas toulmin mitre on college-green	 30
printed by Evan Tyler, printer to the Kings most excellent Majestie	l n i f edward husbands john franck	 30
printed for Iohn Thomas	we jg according order	 30
printed for J. Debrett, opposite Burlington-House, Piccadilly	john stockdale piccadilly	 30
Printed by James Parker	mein fleeming london book-store king-street	 29
printed by William du-Gard and Henry Hills, printers to His Highness the Lord Protector	samuel heyrick greys-inn-gate holbourn isaac cleave star next sergeants-inn chancery-lane	 29
printed for J. Dodsley, in Pall-Mall	c dilly	 29
Printed by David C. Claypoole	isaiah thomas order town boston	 27
printed by John Streater, and John Macock, printers to the Parliament	wilson charing-cross	 27
printed, by John Bill and Christopher Barker, printers to the Kings most Excellent Majesty	sumptibus theodori veridici	 27
printed for Iohn Wright	nathaniel thompson entrance into old-spring-garden near charing-cross	 27
printed by VVilliam Bladen	h hills calvert brewster are be black-spread eagle three bibles near west-end pauls	 26
printed for Edward Husband, printer to the honorable House of Commons	w rogers abel roper fleet-street harris nicholson little-britain newborough st paul's church-yard cockerill pater-noster-row	 26
printed for John Wright at the Kings Head in the old Bayley	sg bg william lee	 25
printed for A. Millar, in the Strand	c kearsley	 25
printed for M. Cooper, at the Globe in Pater-Noster-Row	john nutt	 25
Printed by Andrew Crook, Printer to the Kings Most Excellent Majesty, on Ormonde-Key	use successors jack adams hobody boody	 24
printed by John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most excellent Majesty	david mallet	 24
printed for Iohn Wright in the Old-baily	tn are be dorman newman cockerel king's-arms three legs poultrey	 24
printed	tf john thomas	 24
printed by Andrew Crooke, printer to the Queen's most excellent Majesty, on the Blind-Key	george grierson king's most excellent majesty king's arms two bibles essex-street	 24
printed for J. Roberts, near the Oxford-Arms in Warwick-Lane	roberts near oxford-arms warwick-lane	 24
Printed by Hall and Sellers	benjamin harris john allen are be london-coffee-house	 23
printed for John Wright at the Kings Head in the Old Bayley	sg bg william lee	 23
printed by John Bill and Christopher Barker, printers to the King's most Excellent Majesty	savoy assigns john bill christopher barker kings most excellent majesty	 23
printed by John Bill, printer to the Kings most Excellent Majesty	miles flesher christopher wilkinson black-boy against st dunstan's church fleetstreet	 23
printed by Andrew Crooke, printer to the King's most excellent Majesty, at the King's-Arms in Copper-Alley	r halsey plough harrow near st michael's church cornhill morphew near stationers-hall	 23
printed for J. Debrett, opposite Burlington House, Piccadilly	john exshaw no william hallhead no dame-street	 23
printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty	chez jean nourse	 23
printed by John Baskett	cadell strand	 23
Printed by Samuel Loudon	order government john neilson king's most excellent majesty province lower-canada no mountain-street	 22
printed by John Baskett, printer to the Kings most excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	sarah cotter skinner-row	 22
printed by John Field, printer to the Parliament. And are to be sold at the seven Stars in Fleetstreet, over against Dunstans Church	rm	 22
printed by Charles Bill, and Thomas Newcomb, printers to the King and Queen's most excellent Majesties	first edinburgh evan tyler kings most excellent majesty now london edw husbands	 22
by Evan Tyler	hen fowler	 22
printed for Laurence Chapman	thomas forcet	 22
printed for James and John Knapton, at the Crown in St. Paul's Church-Yard	m cooper pater-noster-row w reeve fleet-street c sympson bible-warehouse chancery-lane	 22
printed only for R. Baldwin	c hitch l hawes h woodfall rivington newbery r baldwin others london	 22
printed by Thomas Baskett; and by the assigns of Robert Baskett	bettesworth pater-noster-row pemberton fleet-street osborne lombard-street browne without temple-bar	 22
Printed by James Humphreys, Junr	paton other booksellers edinburgh barry glasgow as also w ormiston's bookbinder edinburgh opposite meal-market	 21
by Robert Barker, printer to the Kings most excellent Majestie: and by the assignes of John Bill	w bowyer brab aylmer three pigeons cornhil char brome gun west-end st paul's church-yard	 21
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd, printers to the Kings most Excellent Majesty	assigns his majesty's henry hills deceased	 21
by Leonard Lichfield, printer to the Vniversity	edinburgh evan tyler kings most excellent majesty london john field	 21
printed by John Bill and Christopher Barker, printers to the King's most excellent Majesty	savoy assigns john bill christopher barker kings most excellent majesty	 21
printed by Charles Eyre and William Strahan	w ruddimans l hunter him other book-sellers town	 21
Printed by Thomas Baskett, printer to the King's Most Excellent Majesty; and by the assigns of Robert Baskett	charles eyre william strahan	 21
Printed by Richard Cotes	eg	 20
by Stephen Bulkley	richard simpson three trouts ralph simpson harp st paul's church-yard	 20
printed by Charles Bill, and the executrix of Thomas Newcomb deceas'd; printers to the King and Queens most excellent Majesties	ryder	 20
Printed for Edward Husbands	john macock seile are be george sawbridge martyn williams place e brewster starkey basset r horne h brome wright r chiswell r boulter b took	 20
printed by George Eyre and Andrew Strahan, Printers to the King's most Excellent Majesty	london taunton	 20
printed for J. Debrett, Piccadilly	savoy eliz nutt knapton r knaplock sprint d midwinter others london	 20
printed for J. Milliken	peele locke's head amen-corner paternoster-row	 20
Printed by Francis Childs and John Swaine	stephen day	 19
Printed by John Baskett, printer to the Kings Most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	sarah cotter skinner-row	 19
Printed by Benjamin Tooke .. and are to be sold by Joseph Wilde ..	th dawks his british west-end thames-street	 19
Printed by John Crook .. and are to be sold by Samuel Dancer ..	guil du-gard impensis sam thompson insigne equi candidi cœmeterio paulino	 19
printed by John Bill, Christopher Barker, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	benjamin allen	 19
Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back	william whitwood next door bible duck-lane	 19
printed by William Bladen	thomas burrel his shop under st dunstans church fleet-street	 19
printed by Edward Husband and Iohn Field, printers to the Parliament of England	edward paxton	 19
printed by John Field for Edward Husband, printer to the Parliament of England	dan browne sam lee dan major black swan without temple-bar feathers lumbard-street hand scepter over against st dunstans church fleet-street	 19
printed by Charles Bill, Henry Hills, and Thomas Newcomb, printers to the Kings most excellent Majesty	f shepherd	 19
In the Savoy: printed by Edward Jones	john wickins white hart over against st dunstans church fleet-street	 19
printed for Edward Husband, printer to the Parliament of England	r bentley post-house russel-street covent-garden benett half-moon st paul's church-yard	 19
printed for James and John Knapton	john march	 19
printed for J. Johnson, No. 72, St. Paul's Church-Yard	becket p de hondt strand booksellers their royal highnesses prince wales bishop osnabrugh	 19
printed by Andrew Crooke, printer to the King's most excellent Majesty, in Copper-Alley	tho warner black boy pater-noster-row	 18
Printed by Benjamin Edes and Sons	london new-york james parker new printing-office beaver-street	 18
printed by the heir of Andrew Anderson, printer to His most Sacred Majesty	randal taylor near stationers hall	 18
In the Savoy, printed by the assigns of John Bill and Christopher Barker, printers to the Kings most excellent Majesty	e mallet black horse-alley fleet-street near fleet-bridge	 18
printed for Edw. Husbands	il christopher meredith sign crane pauls church-yard	 18
printed by Evan Tyler, printer to the Kings most Excellent Majestie	l n i f edward husbands john franck	 18
printed by the assigns of John Bill deceas'd: and by Henry Hills, and Thomas Newcomb, printers to the Kings most excellent Majesty	d browne black-swan without temple-bar benskin s brides church-yard fleetstreet	 18
printed for Robert White	john field	 18
Printed at London, and re-printed at Edinburgh	david douglass william aikman king's most excellent majesty jamaica its dependencies	 18
printed by Andrew Crooke, Printer to the Kings Most Excellent Majesty, at the King's-Arms in Copper-Alley	p byrne no grafton-street	 18
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd, printers to the King and Queens most Excellent Majesties	ryder	 17
printed by Evan Tyler, printer to the King's most Excellent Majesty	franke burroughes	 17
printed by Evan Tyler, printer to the Kings most excellent Majesty	walter kettilby bishop's head st paul's church-yard	 17
Printed by William Bradford	william ellis iohn grismond nath butter signe pyde bull neere s austins gate	 17
printed and sold by the booksellers of London and Westminster	millan near horse-guards booksellers london westminster	 17
printed for J. Almon, opposite Burlington-House, Piccadilly	edward charles dilly almon	 17
printed for J. Roberts in Warwick-Lane	m falkner co market-place	 17
printed for G. G. and J. Robinson, Paternoster-Row	clarendon printing-house	 17
Printed by Frederick Green	william sleater dame-street	 16
Printed by John Gill	henry ranlet rev john peak pastor said church	 16
Printed by Edes and Gill	author h mann jh adams	 16
Printed by John Fenno	w maxwell co	 16
Printed by Boulter Grierson, printer to the King's Most Excellent Majesty	almon piccadilly	 16
By Leonard Lichfield ..	august richard best	 16
Printed for Edward Husband, printer to the Honorable House of Commons	w rogers abel roper fleet-street harris nicholson little-britain newborough st paul's church-yard cockerill pater-noster-row	 16
In the Savoy, printed by the assigns of John Bill and Christopher Barker, His Majesties printers	bandon	 16
printed for R. Baldwin	s richardson osborne osborn millar hinton	 16
Printed by Andrew Crooke, printer to the King's Most Excellent Majesty, at the King's-Arms in Copper-Alley	r halsey plough harrow near st michael's church cornhill morphew near stationers-hall	 16
printed for John Morphew, near Stationers-Hall	john baskett assigns thomas newcomb henry hills deceas'd	 16
printed by George Eyre and Andrew Strahan	author co mr murray fleet-street mr balfour edinburgh mr white dublin most principal booksellers great britain ireland	 16
printed for J. Debrett, Opposite Burlington-House, Piccadilly	john stockdale piccadilly	 16
Printed by John Howe	new-haven boston s kneeland opposite probate office queen-street	 15
Printed by Samuel Roycroft ..	van solingen colmar	 15
printed by Charles Bill, and the executrix of Thomas Newcomb deceas'd, printers to the Kings most Excellent Majesty	assigns his majesty's henry hills deceased	 15
printed by the heir of Andrew Anderson, printer to His most sacred Majesty	randal taylor near stationers hall	 15
printed for Richard Baldwin, near the Black Bull in the Old-Baily	thomas newcomb thomas basset samuel lowndes christopher wilkinson william cademan jacob tonson	 15
printed for John Wright	dorman newman king's arms poultry	 15
printed for J. Debrett	dublin london debrett wilson	 15
printed for the booksellers	p byrne no grafton-street near college	 15
printed by John Baskett, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	baker black-boy pater-noster-row	 15
printed for John Morphew, near Stationer's-Hall	john morphew near stationer's-hall	 15
printed by George Grierson, printer to the King's most excellent Majesty, at the King's Arms and Two Bibles in Essex-street	r faulder new bond street cooper graham wild court lincoln's-inn fields	 14
Printed by William and Thomas Bradford	w goddard angell	 14
W. Bladen	iohn danter thomas gosson are be his shop adioyning london bridge gate	 14
printed by Andrew Crook, printer to the King's Most Excellent Majesty, on the Blind-Key, near Copper-Alley	h overton	 14
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; printers to the Kings most excellent Majesty	assigns his majesty's henry hills deceased	 14
by Robert Barker, printer to the Kings most excellent Majesty: and by the assignes of John Bill	william hall impensis tho robinson pocock	 14
printed by B.A.	roger daniel	 14
printed by Edward Husbands and Thomas Newcomb, printers to the Commons House of Parliament	geogre croom blew-ball thames street over against baynards castle	 14
by Robert Barker, printer to the Kings most Excellent Majesty: and by the assignes of John Bill	william hall impensis tho robinson pocock	 14
printed by Charles Bill and the executrix of Thomas Newcomb, deceas'd; printers to the King and Queens most Excellent Majesties	ryder	 14
printed by the assigns of John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	w owen homer's head fleet-street all other booksellers c great-britain ireland	 14
printed by Matthew Simmons	wr	 14
by Leonard Lichfield	august richard best	 14
printed for H. Blunden	are be langley curtis on ludgate-hill either singly any sheet it self or whole sets containing them all together since they first came out	 14
printed for Robert Wood	iohn hammond	 14
printed by Andrew Crooke, printer to the Queen's most excellent Majesty, in Copper-Alley	h goldney fielding walker pater-noster-row mr breadhower portsmouth mr maurice plymouth-dock	 14
printed for J. Almon, opposite Burlington-House, in Piccadilly	author huggonson's	 14
printed, and sold by the booksellers of London and Westminster	millan near horse-guards booksellers london westminster	 14
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd	john reid	 14
printed for T. Cooper, at the Globe in Pater-Noster-Row	cooper globe pater-noster-row	 14
Printed by John Draper, printer to his excellency the governour and Council	w flyn	 13
printed for W. Strahan; and T. Cadell, in the Strand	bew no paternoster row all booksellers	 13
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; Printers to the Queens most Excellent Majesty	chantry sign lincolns-inn-square lincolns-inn back-gate ben bragg raven pater-noster row	 13
Printed by James Flesher, printer to the Honourable City of London	edenburgh evan tyler kings most excellent majesty london robert wood are be neer royall exchange cornhill	 13
printed by Iohn Field, printer to the Parliament of England	tho underhill ancor bible pauls churchyard lawrence chapman next fountain tavern strand	 13
printed for H. Becke, and are to be sold in the Old Bayley	rn	 13
printed by Henry Hills and John Field, printers to His Highness the Lord Protector	robert horn john baker john redmayne	 13
by L. Lichfield	bancks	 13
printed for Edward Husbands, and are to be sold at his shop in the Middle-Temple	anne maxwell gellibrand st paul's church-yard	 13
printed by the assigns of John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most excellent Majesty	w owen homer's head fleet-street all other booksellers c great-britain ireland	 13
by Richard Cotes	r hindmarsh his royal highness prince wales no clerkenwell-close also walker no paternoster-row all booksellers stationers newscarriers town country	 13
printed by George Grierson, printer to the King's Most Excellent Majesty	woodmason	 13
Printed by Andrew Crooke, printer to the Queen's Most Excellent Majesty, in Copper-Alley	h goldney fielding walker pater-noster-row mr breadhower portsmouth mr maurice plymouth-dock	 13
printed by John Baskett, Printer to the Kings most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	sarah cotter skinner-row	 13
printed for A. Millar	heirs successors andrew anderson	 13
Printed by Benjamin Edes?	peter parent	 12
printed by Andrew Crooke, Printer to the King's most Excellent Majesty, at the King's-Arms in Copper-Alley	r halsey plough harrow near st michael's church cornhill morphew near stationers-hall	 12
printed by John Baskett, printer to the Queens most excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	author's own press johnson n st paul's church-yard fletcher hanwel oxford	 12
By Bonham Norton and Iohn Bill, Printers to the Kings most Excellent Maiestie	henry gosson are be solde panier alley	 12
By Leonard Lichfield ...	august richard best	 12
printed by Andrew Crook and Samuel Helsham, assigns of Benjamin Tooke printer to the King's most excellent Majesty; and are to be sold at his Majesties printing-house on Ormonde-Key, and the Colledge-Arms in Castle-street	maxwell robert boulter turks-head cornhil	 12
Printed for P. Brooksby, J. Deacon, J. Blare, J. Back	luke norton iohn field edward husbands iohn franck	 12
printed by Charles Bill, Henry Hills, and Thomas Newcomb, printers to the Kings most Excellent Majesty	f shepherd	 12
by Robert Ibbitson, in Smithfield, neer the Queenes-head Tavern	edenburgh london general satisfaction both presbyterians royalists independents	 12
by Robert Ibbitson in Smithfield, neere the Queens-head Tavern	june london i h	 12
printed for Richard Royston	tho newcomb william grantham sign black bear westminster-hall	 12
printed for Iohn Wright at the Kings Head in the old Bayley	w wright	 12
printed by John Macock	grantham order widdow rouse	 12
printed by the Heir of Andrew Anderson, printer to His most Sacred Majesty	randal taylor near stationers hall	 12
printed by Leonard Lichfield, printer to the University	richard bishop iohn burroughes are be his shop signe golden dragon neare inner temple gate fleetstreet	 12
printed by Leonard Lichfield	are be tho parkhurst bible three crowns cheapside near mercers chappel london	 12
printed by Samuel Green	js benjamin harris	 12
printed for John Partridge	w haight bloomsberry	 12
printed for Richard Chiswell, at the Rose and Crown in St. Paul's Church-Yard	r cotes andrew crooke are bee signe green dragon pauls church-yard	 12
printed by John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	david mallet	 12
printed for Henry Fowler	henry mortlock are be sampson evans bookseller worcester	 12
printed by Andrew Crooke, printer to the Kings most excellent Majesty, at the King's-Arms in Copper-Alley	p byrne no grafton-street	 12
printed for John Stockdale, opposite Burlington-House, Piccadilly	moore	 12
printed by P. Byrne, No. 108, Grafton-Street	m downing bartholomew-close near west-smithfield	 12
printed for T. Cadell	charles bill executrix thomas newcomb deceas'd kings most excellent majesty	 12
Printed by Isaac Collins	w bunney no newcastle-street strand all booksellers town country	 11
Printed by Alexander Purdie	sould rob walton	 11
Printed by William Weyman	hall elliot them booksellers newcastle shields sunderland durham morpeth alnwick c	 11
Printed by Solomon Southwick	parker weyman beaver-street new-york	 11
Printed by Francis Childs?	printing-office new-london	 11
Printed by Powars and Willis	john boyles marlborough-street	 11
Printed by Thomas and John Fleet	james humphreys no south side market-street	 11
printed for John Stockdale	p byrne no college-green w porter no skinner-row	 11
printed by I. D[awson]. for Nathaniel Butter and Nicholas Bourne	b elzevir iuxta londinense vvill stanesbeii pro richardo meighen	 11
printed by John Macock, and Francis Tyton, printers to the House of Lords	august london thomas vnderhill	 11
Printed	tf john thomas	 11
printed for Edward Husband, printer to the Honourable House of Commons	are be edward thomas adam eve little britain	 11
printed by William Bradford	william ellis iohn grismond nath butter signe pyde bull neere s austins gate	 11
printed, and are to be sold by Richard Janeway in Queen's-head-Court in Pater-noster-Row	ia	 11
printed by Robert Ibbitson	william bladen are be richard rayston ivie-lane	 11
printed for Iohn Greensmith	francis coles his shop old bayly	 11
printed for John Greensmith	jg gb furnivals-inne gate holborne	 11
Printed for Edw. Husbands	il christopher meredith sign crane pauls church-yard	 11
printed for Matthew Walbancke	rich cotes joh bellamy	 11
printed for Edw. Husbands, and are to be sold at his shop in the middle Temple	may london f rogers	 11
printed for Richard Baldwin	abel roper sun fleetstreet over against st dunstans church	 11
printed for Ric. Chiswell, at the Rose and Crown in St. Paul's Church-Yard	matthew simson subscriptions advertisements are taken john gilmour stationer his shop opposite gibson's land salt-mercat	 11
Printed in the yeare	are be booksellers	 11
printed by Mark Baskett; and by the assigns of Robert Baskett	w whitestone	 11
printed by the executors of David Hay, assignee of the late Boulter Grierson, printer to the King's Most Excellent Majesty	author r griffiths strand london n bell york kincaid donaldson mrs yair paton w gibb mitchell edinburgh all other booksellers britain ireland	 11
printed for J. Wright, Opposite Old Bond-Street, Piccadilly	e harding no pall-mall	 11
printed by John Exshaw, 98, Grafton-Street	j robinson pater-noster row	 11
printed for J. Milliken, No. 32, Grafton-Street	henderson l lund rule co	 11
printed for A. Baldwin, near the Oxford-Arms in Warwick-Lane	baldwin near oxford-arms warwick-lane	 11
printed for J. Roberts, at the Oxford-Arms in Warwick-Lane	roberts oxford-arms warwick-lane	 11
Printed by Thomas and Samuel Green	s hall on parade	 10
Printed by John Dunlap, in Market-Street	wrigley berriman john curtis	 10
Printed by Zechariah Fowle	edmund m blunt --state street	 10
printed by Thomas Baskett, Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett	charles eyre william strahan	 10
printed by Mark Baskett, Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett	hamilton piccadilly	 10
printed for E. Newbery, the Corner of St. Paul's Church-Yard	murray bell edinburgh	 10
By Robert Barker, Printer to the Kings most Excellent Maiestie: And by the Assignes of Iohn Bill	thomas orwin augustine lawton dwelling maiden lane neere woodstreete	 10
By Robert Barker, Printer to the Kings most Excellent Maiestie	richard jugge	 10
printed by the heir of Andrew Anderson, printer to his most sacred Majesty	randal taylor near stationers hall	 10
printed by Andrew Crook, printer to the Kings Most Excellent Majesty, on Ormonde-Key	use successors jack adams hobody boody	 10
printed for D.M.	b griffin samuel keble great turk's-head fleetstreet over against fetter-lane-end	 10
Printed by Samuel Green	js benjamin harris	 10
printed by Charles Bill and Thomas Newcomb, printers to the King and Queen's most excellent Majesties	first edinburgh evan tyler kings most excellent majesty now london edw husbands	 10
printed by the heirs and successors of Andrew Anderson, printer to the King's most excellent Majesty	eliot hopkins william hurtin near court house s per annum	 10
printed for Randal Taylor near Stationers-Hall	i rider	 10
Printed by Samuel Roycroft, printer to the honourable city of London	smith	 10
printed by the assigns of John Bill deceas'd: and by Henry Hills, and Thomas Newcomb, printers to the Kings most Excellent Majesty	d browne black-swan without temple-bar benskin s brides church-yard fleetstreet	 10
printed by Jane Coe	correspondence is kept brick-buildings near water-stairs savoy mr thomas cakewoods office over against gerys-inne-gate holborne	 10
Printed by Richard Cotes, printer to the Honourable City of London	his oxford octob leonard lichfield	 10
printed by Robert Ibbitson in Smithfield	william briten near charing cross	 10
by Leonard Lichfield printer to the University	timothy johnson charing-cross	 10
printed by J.C.	partridge	 10
printed for J. Horton	ralph rounthwait	 10
printed for Francis Wright	jf ben allen are be his shop popes-head alley	 10
printed for Edward Husband, printer to the Parliament of England, and are to be sold at his shop in Fleetstreet, at the sign of the Golden-Dragon, near the Inner-Temple	humphry tuckey	 10
printed by John Clowes	george faulkner pembroke-court castle-street where letters are taken advertisements other printing work done reasonable rates	 10
printed by Francis Leach	humphrey blunden	 10
Printed by George Grierson, printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street	robinson ludgate-street	 10
chez John Adamson	chez l'auteur bruxelles chez b le francq septembre	 10
printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; printers to the Queens most excellent Majesty	george grierson king's most excellent majesty king's-arms two bibles essex-street	 10
printed by the executors of David Hay, assignee of the late Boulter Grierson	society symonds no paternoster-row s jordan fleet-street evans bone no holborn-hill all booksellers	 10
printed for C. Dilly, in the Poultry	william schaw	 10
printed by the heirs and successors of Andrew Anderson	baker paternoster row	 10
printed for J. Johnson	b motte nicholson benj tooke william taylor henry clements	 10
printed for W. Webb, near St. Paul's	e owen harrison warwick-lane	 10
printed for Sam. Buckley, in Amen-Corner	edinburgh london bell cross-keys bible cornhill baker black boy pater-noster-row	 10
printed for J. Roberts, in Warwick-Lane	m falkner co market-place	 10
printed by John Reid	heirs successors andrew anderson queens most excellent majesty	 10
Printed by Hugh Gaine	swan-close	  9
Printed and sold by Edes and Gill, in Queen-Street	london new-york hugh gaine bible hanover-square	  9
Printed and sold by Timothy Green	london wright cadel others republished new-london james springer	  9
Printed by Benjamin Franklin	parker weyman	  9
Printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; printers to the Queens Most Excellent Majesty	george grierson king's most excellent majesty king's-arms two bibles essex-street	  9
by Robert Barker, printer to the Kings most excellent Maiestie	richard jugge	  9
Printed by Samuel Roycroft, Printer to the Honourable City of London	smith	  9
printed by Andrew Crook assignee of Benjamin Tooke printer to the King and Queen at their Majesties printing-house on Ormonde-Key	christopher higgins	  9
by W. Bladen	millet angel little-brittain milbourn stationers-arms green-arbour little old-baily	  9
Printed by Andrew Clark ..	edw husbands are be his shop middle-temple	  9
Printed by John Crooke .. and are to be sold by Samuel Dancer ..	tho dring john leigh are be jos hindmarsh bookseller his royal highness black bull cornhil	  9
printed by Evan Tyler, printer to the King's most excellent Majesty	franke burroughes	  9
by Evan Tyler, printer to the Kings most Excellent Majestie	tho powell averred i b cler	  9
printed for John Playford, and are to be sold at his shop in the Inner Temple	george roberts	  9
printed by Evan Tyler	l vvhite are be old bayley	  9
printed for Giles Calvert	mathew simmons h b	  9
