original	polished	Count
printed by Charles Bill, and the executrix of Thomas Newcomb deceas'd; printers to the King and Queens most excellent Majesties	charles bill, executrix thomas newcomb deceas'd	20
Printed for Edward Husbands	edward husbands	20
Printed by Richard Cotes	richard cotes	20
printed by John Bill, Christopher Barker, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	john bill, christopher barker, thomas newcomb, henry hills, kings most excellent majesty	19
Printed by William Bradford	william bradford	19
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd	charles bill, executrix thomas newcomb, deceas'd	19
printed for J. Johnson, No. 72, St. Paul's Church-Yard	johnson, no. 72, st. paul's church-yard	19
printed for James and John Knapton	james john knapton	19
printed by William Bladen	william bladen	19
Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back	p. brooksby, deacon, blare, back	19
printed by John Field for Edward Husband, printer to the Parliament of England	john field edward husband	19
printed for Edward Husband, printer to the Parliament of England	edward husband	19
Printed by John Crook .. and are to be sold by Samuel Dancer ..	john crook .. are be samuel dancer	19
printed by Edward Husband and Iohn Field, printers to the Parliament of England	edward husband iohn field	19
[s.n]	s.n	18
printed by Andrew Crooke, printer to the King's most excellent Majesty, in Copper-Alley	andrew crooke, king's most excellent majesty, copper-alley	18
printed by Andrew Crooke, Printer to the Kings Most Excellent Majesty, at the King's-Arms in Copper-Alley	andrew crooke, kings most excellent majesty, king's-arms copper-alley	18
Printed by Benjamin Edes and Sons	benjamin edes sons	18
printed by George Eyre and Andrew Strahan, Printers to the King's most Excellent Majesty	george eyre andrew strahan, king's most excellent majesty	18
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; printers to the Kings most excellent Majesty	charles bill, executrix thomas newcomb, deceas'd	18
In the Savoy, printed by the assigns of John Bill and Christopher Barker, printers to the Kings most excellent Majesty	savoy, assigns john bill christopher barker, kings most excellent majesty	18
printed for Edw. Husbands	edw. husbands	18
Printed at London, and re-printed at Edinburgh	london, edinburgh	18
printed for Robert White	robert white	18
Printed by Samuel Roycroft ..	samuel roycroft	18
Printed by Benjamin Towne	benjamin towne	17
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; Printers to the Queens most Excellent Majesty	charles bill, executrix thomas newcomb, deceas'd	17
printed for G. G. and J. Robinson, Paternoster-Row	robinson, paternoster-row	17
Printed by Andrew Crooke, printer to the King's Most Excellent Majesty, at the King's-Arms in Copper-Alley	andrew crooke, king's most excellent majesty, king's-arms copper-alley	17
printed for J. Almon, opposite Burlington-House, Piccadilly	almon, opposite burlington-house, piccadilly	17
by Bonham Norton and Iohn Bill, printers to the Kings most excellent Maiestie	bonham norton iohn bill, kings most excellent maiestie	17
printed by Charles Bill, Henry Hills, and Thomas Newcomb, printers to the King's most excellent Majesty	charles bill, henry hills, thomas newcomb, king's most excellent majesty	17
printed by Charles Bill, Henry Hills, and Thomas Newcomb, printers to the Kings most Excellent Majesty	charles bill, henry hills, thomas newcomb, kings most excellent majesty	17
printed by Evan Tyler, printer to the Kings most excellent Majesty	evan tyler, kings most excellent majesty	17
printed by Evan Tyler, printer to the King's most Excellent Majesty	evan tyler, king's most excellent majesty	17
printed by the heir of Andrew Anderson, printer to His most sacred Majesty	heir andrew anderson, his most sacred majesty	17
By Leonard Lichfield ..	leonard lichfield	17
printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd, printers to the King and Queens most Excellent Majesties	charles bill, executrix thomas newcomb, deceas'd, king queens most excellent	17
printed, and sold by the booksellers of London and Westminster	booksellers london westminster	16
[s.n.	s.n	16
by Robert Barker, printer to the Kings most Excellent Maiestie	robert barker, kings most excellent maiestie	16
Printed by John Gill	john gill	16
Printed by Frederick Green	frederick green	16
Printed by John Howe	john howe	16
Printed by John Fenno	john fenno	16
printed for John Morphew, near Stationers-Hall	john morphew, near stationers-hall	16
printed for J. Debrett	debrett	16
printed for J. Milliken	milliken	16
printed for R. Baldwin	r. baldwin	16
printed for J. Debrett, Opposite Burlington-House, Piccadilly	debrett, opposite burlington-house, piccadilly	16
Printed by Boulter Grierson, printer to the King's Most Excellent Majesty	boulter grierson, king's most excellent majesty	16
printed by John Baskett, printer to the Queens most excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	john baskett, queens most excellent majesty, assigns thomas newcomb, henry hills, deceas'd	16
Printed by Thomas Purfoot	thomas purfoot	16
In the Savoy, printed by the assigns of John Bill and Christopher Barker, His Majesties printers	savoy, assigns john bill christopher barker, his	16
Printed for Edward Husband, printer to the Honorable House of Commons	edward husband, honorable house commons	16
by Robert Barker, printer to the Kings most excellent Majesty: and by the assignes of John Bill	robert barker, kings most excellent majesty: assignes john bill	15
printed by John Baskett, Printer to the Kings most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	john baskett, kings most excellent majesty, assigns thomas newcomb, henry hills, deceas'd	15
printed by the assigns of John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most excellent Majesty	assigns john bill, thomas newcomb, henry hills, kings most excellent majesty	15
printed by John Baskett, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd	john baskett, assigns thomas newcomb, henry hills, deceas'd	15
printed for John Morphew, near Stationer's-Hall	john morphew, near stationer's-hall	15
printed for Richard Baldwin, near the Black Bull in the Old-Baily	richard baldwin, near black bull old-baily	15
printed for John Wright	john wright	15
printed by Charles Bill, and the executrix of Thomas Newcomb deceas'd, printers to the Kings most Excellent Majesty	charles bill, executrix thomas newcomb deceas'd, kings most excellent majesty	15
printed by Charles Bill and the executrix of Thomas Newcomb, deceas'd; printers to the King and Queens most Excellent Majesties	charles bill executrix thomas newcomb, deceas'd	14
printed by the assigns of John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	assigns john bill, thomas newcomb, henry hills, kings most excellent majesty	14
printed by the assigns of John Bill deceas'd: and by Henry Hills, and Thomas Newcomb, printers to the Kings most Excellent Majesty	assigns john bill deceas'd: henry hills, thomas newcomb, kings most excellent majesty	14
by Robert Barker, printer to the Kings most Excellent Majesty: and by the assignes of John Bill	robert barker, kings most excellent majesty: assignes john bill	14
printed by George Grierson, printer to the King's most excellent Majesty, at the King's Arms and Two Bibles in Essex-street	george grierson, king's most excellent majesty, king's arms two bibles essex-street	14
printed by Andrew Crook, printer to the King's Most Excellent Majesty, on the Blind-Key, near Copper-Alley	andrew crook, king's most excellent majesty, on blind-key, near copper-alley	14
printed by Matthew Simmons	matthew simmons	14
Printed by William and Thomas Bradford	william thomas bradford	14
printed for T. Cooper, at the Globe in Pater-Noster-Row	cooper, globe pater-noster-row	14
printed for J. Almon, opposite Burlington-House, in Piccadilly	almon, opposite burlington-house, piccadilly	14
chez John Adamson	chez john adamson	14
printed for the booksellers	booksellers	14
by Bonham Norton and Iohn Bill, printers to the Kings most Excellent Maiestie	bonham norton iohn bill, kings most excellent maiestie	14
S.n.	s.n	14
S.n.]	s.n	14
by Leonard Lichfield	leonard lichfield	14
W. Bladen	w. bladen	14
printed for H. Blunden	h. blunden	14
printed by B.A.	b.a	14
printed by Edward Husbands and Thomas Newcomb, printers to the Commons House of Parliament	edward husbands thomas newcomb, commons house parliament	14
printed for Robert Wood	robert wood	14
printed by George Grierson, printer to the King's Most Excellent Majesty	george grierson, king's most excellent majesty	13
printed for John Stockdale, opposite Burlington-House, Piccadilly	john stockdale, opposite burlington-house, piccadilly	13
printed by Charles Bill, and Thomas Newcomb, printers to the King and Queens most Excellent Majesties	charles bill, thomas newcomb, king queens most excellent	13
printed by the assigns of John Bill, deceas'd: and by Henry Hills, and Thomas Newcomb, printers to the Kings most excellent Majesty	assigns john bill, deceas'd: henry hills, thomas newcomb, kings most excellent majesty	13
printed by Andrew Crook, Printer to the Queen's most Excellent Majesty, on the Blind-Key	andrew crook, queen's most excellent majesty, on blind-key	13
printed by William Bradford	william bradford	13
Printed by Benjamin Edes?	benjamin edes?	13
Printed by John Draper, printer to his excellency the governour and Council	john draper, his excellency governour council	13
printed for W. Strahan; and T. Cadell, in the Strand	w. strahan	13
printed for A. Millar	millar	13
printed for T. Cadell	cadell	13
printed for Richard Chiswell, at the Rose and Crown in St. Paul's Church-Yard	richard chiswell, rose crown st. paul's church-yard	13
Printed by Andrew Crooke, printer to the Queen's Most Excellent Majesty, in Copper-Alley	andrew crooke, queen's most excellent majesty, copper-alley	13
by Robert Barker, printer to the Kings most excellent Maiestie: and by the assignes of Iohn Bill	robert barker, kings most excellent maiestie: assignes iohn bill	13
By Robert Barker, Printer to the Kings most Excellent Maiestie: And by the Assignes of Iohn Bill	robert barker, kings most excellent maiestie: assignes iohn bill	13
printed by the heir of Andrew Anderson, printer to his most sacred Majesty	heir andrew anderson, his most sacred majesty	13
by L. Lichfield	l. lichfield	13
by Richard Cotes	richard cotes	13
Printed by James Flesher, printer to the Honourable City of London	james flesher, honourable city london	13
printed by Leonard Lichfield, printer to the University	leonard lichfield, university	13
printed by Leonard Lichfield	leonard lichfield	13
printed for Edward Husbands, and are to be sold at his shop in the Middle-Temple	edward husbands, are be his shop middle-temple	13
printed by Iohn Field, printer to the Parliament of England	iohn field	13
printed for H. Becke, and are to be sold in the Old Bayley	h. becke, are be old bayley	13
printed for Richard Royston	richard royston	12
Printed by Edward Jones in the Savoy	edward jones savoy	12
printed by Samuel Green	samuel green	12
printed by Andrew Crooke, printer to the Kings most excellent Majesty, at the King's-Arms in Copper-Alley	andrew crooke, kings most excellent majesty, king's-arms copper-alley	12
printed by Andrew Crooke, Printer to the King's most Excellent Majesty, at the King's-Arms in Copper-Alley	andrew crooke, king's most excellent majesty, king's-arms copper-alley	12
Printed by Solomon Southwick	solomon southwick	12
Printed by Thomas and Samuel Green	thomas samuel green	12
Printed by Thomas and John Fleet	thomas john fleet	12
printed at the Theater	theater	12
printed for A. Baldwin, near the Oxford-Arms in Warwick-Lane	baldwin, near oxford-arms warwick-lane	12
printed by P. Byrne, No. 108, Grafton-Street	p. byrne, no. 108, grafton-street	12
printed for J. Johnson	johnson	12
printed for W. Webb, near St. Paul's	w. webb, near st. paul's	12
printed by George Eyre and Andrew Strahan	george eyre andrew strahan	12
Printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; printers to the Queens Most Excellent Majesty	assigns thomas newcomb, henry hills, deceas'd	12
printed by John Baskett, printer to the King's most excellent Majesty	john baskett, king's most excellent majesty	12
printed by I. D[awson]. for Nathaniel Butter and Nicholas Bourne	i. dawson. nathaniel butter nicholas bourne	12
by Bonham Norton, and Iohn Bill, printers to the Kings most excellent Maiestie	bonham norton, iohn bill, kings most excellent maiestie	12
printed for Richard Baldwin	richard baldwin	12
s.n]	n	12
Printed for P. Brooksby, J. Deacon, J. Blare, J. Back	p. brooksby, deacon, blare, back	12
printed for Iohn Wright at the Kings Head in the old Bayley	iohn wright kings head old bayley	12
printed by John Macock	john macock	12
printed by John Bill, Thomas Newcomb, and Henry Hills, printers to the Kings most Excellent Majesty	john bill, thomas newcomb, henry hills, kings most excellent majesty	12
printed for John Partridge	john partridge	12
by W. Bladen	w. bladen	12
printed by the Heir of Andrew Anderson, printer to His most Sacred Majesty	heir andrew anderson, his most sacred majesty	12
printed by Andrew Crook and Samuel Helsham, assigns of Benjamin Tooke printer to the King's most excellent Majesty; and are to be sold at his Majesties printing-house on Ormonde-Key, and the Colledge-Arms in Castle-street	andrew crook samuel helsham, assigns benjamin tooke king's most excellent majesty	12
By Leonard Lichfield ...	leonard lichfield	12
by Robert Ibbitson in Smithfield, neere the Queens-head Tavern	robert ibbitson smithfield, neere queens-head tavern	12
by Robert Ibbitson, in Smithfield, neer the Queenes-head Tavern	robert ibbitson, smithfield, neer queenes-head tavern	12
printed for Henry Fowler	henry fowler	12
printed, and are to be sold by Richard Janeway in Queen's-head-Court in Pater-noster-Row	are be richard janeway queen's-head-court pater-noster-row	11
printed for H. Jones	h. jones	11
printed by the executors of David Hay, assignee of the late Boulter Grierson, printer to the King's Most Excellent Majesty	executors david hay, assignee late boulter grierson, king's most excellent majesty	11
printed by Francis Leach	francis leach	11
s.n.,]	n	11
Printed by Powars and Willis	powars willis	11
Printed by Alexander Purdie	alexander purdie	11
Printed by Isaac Collins	isaac collins	11
Printed by Benjamin Franklin	benjamin franklin	11
Printed by Francis Childs?	francis childs?	11
Printed by William Weyman	william weyman	11
printed for J. Roberts, at the Oxford-Arms in Warwick-Lane	roberts, oxford-arms warwick-lane	11
printed for John Stockdale	john stockdale	11
printed for J. Wright, Opposite Old Bond-Street, Piccadilly	wright, opposite old bond-street, piccadilly	11
printed for J. Roberts, in Warwick-Lane	roberts, warwick-lane	11
printed for J. Milliken, No. 32, Grafton-Street	milliken, no. 32, grafton-street	11
printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; printers to the Queens most excellent Majesty	assigns thomas newcomb, henry hills, deceas'd	11
printed by Mark Baskett; and by the assigns of Robert Baskett	mark baskett	11
In Powles Churchyarde by Richarde Iugge and Iohn Cawood, Printers to the Queenes Maiestie	powles churchyarde richarde iugge iohn cawood, queenes maiestie	11
printed for Edward Husband, printer to the Honourable House of Commons	edward husband, honourable house commons	11
printed for Ric. Chiswell, at the Rose and Crown in St. Paul's Church-Yard	ric. chiswell, rose crown st. paul's church-yard	11
printed for Iohn Greensmith	iohn greensmith	11
printed by the heirs and successors of Andrew Anderson, printer to the King's most excellent Majesty	heirs successors andrew anderson, king's most excellent majesty	11
printed for Randal Taylor near Stationers-Hall	randal taylor near stationers-hall	11
printed by Robert Ibbitson	robert ibbitson	11
printed for John Greensmith	john greensmith	11
printed by Andrew Crook and Samuel Helsham, assigns of Benjamin Tooke printer to the Kings most excellent Majesty; and are to be sold by Andrew Crook at his Majesties printing-house on Ormonde-Key, and by Samuel Helsham at the Colledge-Arms in Castle-street	andrew crook samuel helsham, assigns benjamin tooke kings most excellent majesty	11
printed by Andrew Crook and Samuel Helsham assigns of Benjamin Tooke printer to the Kings most excellent Majesty; and are to be sold at the Kings printinghouse on Ormonde-Key, and the Colledge-Arms in Castle-street	andrew crook samuel helsham assigns benjamin tooke kings most excellent majesty	11
printed for Matthew Walbancke	matthew walbancke	11
printed by John Macock, and Francis Tyton, printers to the House of Lords	john macock, francis tyton, house lords	11
Printed for Edw. Husbands	edw. husbands	11
printed for Edw. Husbands, and are to be sold at his shop in the middle Temple	edw. husbands, are be his shop middle temple	11
printed by W[illiam]. Chase, by order of the Goaler	william. chase, order goaler	10
Printed by Richard Cotes, printer to the Honourable City of London	richard cotes, honourable city london	10
Printed by Samuel Green	samuel green	10
Printed by Francis Bailey, in Market-Street	francis bailey, market-street	10
Printed by Hugh Gaine	hugh gaine	10
Printed by John Dunlap, in Market-Street	john dunlap, market-street	10
Printed by Zechariah Fowle	zechariah fowle	10
printed for C. Dilly, in the Poultry	c. dilly, poultry	10
printed for E. Newbery, the Corner of St. Paul's Church-Yard	e. newbery, corner st. paul's church-yard	10
printed for Sam. Buckley, in Amen-Corner	sam. buckley, amen-corner	10
printed by the heirs and successors of Andrew Anderson	heirs successors andrew anderson	10
printed by John Reid	john reid	10
printed by Mark Baskett, Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett	mark baskett, king's most excellent majesty	10
printed by Thomas Baskett, Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett	thomas baskett, king's most excellent majesty	10
Printed by George Grierson, printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street	george grierson, king's most excellent majesty, king's-arms two bibles essex-street	10
printed by the executors of David Hay, assignee of the late Boulter Grierson	executors david hay, assignee late boulter grierson	10
Printed by Charles Bill, and the Executrix of Thomas Newcomb, deceas'd; printers to the Queens Most Excellent Majesty	charles bill, executrix thomas newcomb, deceas'd	10
printed for Francis Wright	francis wright	10
printed by Charles Bill and Thomas Newcomb, printers to the King and Queen's most excellent Majesties	charles bill thomas newcomb, king queen's most excellent	10
printed by J.C.	c	10
re-printed by the heir of Andrew Anderson, printer to His most Sacred Majesty	heir andrew anderson, his most sacred majesty	10
Printed by Samuel Roycroft, printer to the honourable city of London	samuel roycroft, honourable city london	10
printed for Laurence Blaiklock	laurence blaiklock	10
by Leonard Lichfield printer to the University	leonard lichfield university	10
printed by Jane Coe	jane coe	10
printed for Edward Husband	edward husband	10
printed for D.M.	d.m	10
printed by Andrew Crook, printer to the Kings Most Excellent Majesty, on Ormonde-Key	andrew crook, kings most excellent majesty, on ormonde-key	10
printed for Edward Husband, printer to the Parliament of England, and are to be sold at his shop in Fleetstreet, at the sign of the Golden-Dragon, near the Inner-Temple	edward husband, are be his shop fleetstreet, sign golden-dragon, near inner-temple	10
Printed by Andrew Clark ..	andrew clark	10
printed for J. Horton	horton	10
printed by Robert Ibbitson in Smithfield	robert ibbitson smithfield	10
printed by John Clowes	john clowes	10
printed for R.G.	r.g	9
printed by Andrew Crooke, printer to the King's Most Excellent Majesty, at the King's-Arms in Copper-Alley	andrew crooke, king's most excellent majesty, king's-arms copper-alley	9
by Evan Tyler, printer to the Kings most Excellent Majestie	evan tyler, kings most excellent majestie	9
printed by Robert Barker, and John Bill, printers to the Kings most Excellent Majesty	robert barker, john bill, kings most excellent majesty	9
printed by Henry Hills and Iohn Field, printers to His Highness	henry hills iohn field, his highness	9
printed by Hen: Hills and John Field, printers to His Highness the Lord Protector	hen: hills john field, his highness lord protector	9
printed by Charles Bill and the executrix of Thomas Newcomb, deceas'd; printers to the King's most excellent Majesty	charles bill executrix thomas newcomb, deceas'd	9
printed for John Wright at the Kings head in the old Bayley	john wright kings head old bayley	9
printed by Evan Tyler, printer to the King's most excellent Majesty	evan tyler, king's most excellent majesty	9
