name;synonyme
Bath;london
New Orleans La;london
Basel;london
Strasbourg;london
Rotterdam;london
Louvain;london
Bologna;london
Northumberland Pa;london
St George;london
Torino;london
Durham;london
St Augustine Fl;london
Münster;london
Orlingbury;london
Cologne;london
Avignon;london
Peebles;london
Nijmegen;london
Geneva;london
St germans;london
Middlewich;london
Sherborne;london
Stamford;london
Wittenberg;london
Warren RI;london
Wargrave;london
Gillingham;london
South molton;london
Warrington;london
Bordeaux;london
Waterford;london
Clifton;london
Waltham;london
Padua;london
Strahane;london
Glasgow;london
Yarm;london
Bödingen;london
Danbury Ct;london
Manchester;london
Hagerstown Md;london
Zürich;london
Y Bont-faen;london
Wakefield;london
Flensburg;london
Salisbury;london
Ipswich;london
Philadelphia Pa;london
Beloeil;london
Newcastle;london
Ronneburg;london
New Bern NC;london
Deptford;london
London;l ondon
Oxford;l ondon
London;l ondo n
Raleigh nc;l ondo n
London;london amsterdam
Oxford;london amsterdam
Londonderry;london amsterdam
London;london birmingham england
Londonderry;london birmingham england
London;london bristol
Brussels;london bristol
London;london bs n
Cambridge;london bs n
London Ct;london connecticut
Newry;london connecticut
Londonderry;londonderry
Chester;londonderry
Londonderry;london derry
Copenhagen;london derry
Londonderry;londonderry ireland
Cork;londonderry ireland
London;london dublin
Londonderry;london dublin
Gdansk;london dublin
London;londone
New York NY;londone
London;london edinburgh
Dublin;london edinburgh
London;london england
Dessau;london england
London;london england edinburgh scotland
Dublin;london england edinburgh scotland
London;london fleet
Birmingham;london fleet
London;london göttingen
Florence;london göttingen
London;london hague
Parma;london hague
London;london hall
Blackwell;london hall
Leipzig;london hall
London;london hartford
Paris;london hartford
London;london house
Berwick-upon-Tweed;london house
London;londoni
Fairfield Ct;londoni
Exeter;londoni
London;londoniae
Frankfurt;londoniae
London;londonie
Venice;londonie
London;londoniensi
Oxford;londoniensi
London;londonij
Edinburgh;londonij
London;londonijs paris
Warrington;londonijs paris
London;londono
Rouen;londono
London;london oxford
Aberdeen;london oxford
London;london philadelphia
Lugano;london philadelphia
London;london r
Naples;london r
London;londons
Paris;londons
London;london southwarke
Newton stewart;london southwarke
London;london und berlin
Verona;london und berlin
London;london westminster
Livorno;london westminster
Altenburg;london westminster
London;london westminster england
Altona;london westminster england
London;london york
Lucca;london york
The Hague;london york
London;londoon
Leuven;londoon
London;londosi
Warminster;londosi
London;londra
Boston Ma;londra
London;londra leghorn
Kassel;londra leghorn
London;londra london england
Kehl;londra london england
London;londra lucca pisa
The Hague;londra lucca pisa
London;londra paris
Lausanne;londra paris
London;londra venice
Lausanne;londra venice
London;londres
Falkirk;londres
Thurles;londres
Kingston;londres
Amsterdam;londres
Reading;londres
Paris;londres
London;londres basel
Offenbach;londres basel
London;londres brussels
Paris;londres brussels
London;londres dresden
Rennes;londres dresden
London;londres geneve
Mannheim;londres geneve
London;londres hague
Loughborough;londres hague
London;londres hamburg
Reims;londres hamburg
London;londres london
The Hague;londres london
London;londres london england
Zweibrücken;londres london england
London;londres toulouse
Louisville ga;londres toulouse
London;londrez
Venice;londrez
Stoke-on-Trent;longton
London;longton
London;lonkon
Leuven;lonkon
London;lonlon
Louvain;lonlon
London;lonndini
Lucca;lonndini
London;lonndo
Lyon;lonndo
London;lonndon
Oxford;lonndon
London;lonnon
Lugano;lonnon
London;lonond
Leuven;lonond
London;lonoon
Cambridge;lonoon
London;lonton
Leiden;lonton
London;lordon
Lund;lordon
London;lothbury
Paris;lothbury
Leuven;louain
Lyon;louain
Leuven;louaine
Seville;louaine
Leuven;louan
Machynlleth;louan
London;louanii
Halifax NS;louanii
Leuven;louayne
Dordrecht;louayne
London;loudon
Mechelen;loudon
London;loundres par moy robert redman
Edinburgh;loundres par moy robert redman
Louvain;louvain
London;louvain
St Omer;louvain
Louvain;lovain
London;lovain
Leuven;lovan
Machynlleth;lovan
Leuven;lovanii
Paris;lovanii
Leuven;lovanij
Lyon;lovanij
Louvain;lovanni
Leiden;lovanni
Amsterdam;low countries
Lymington;low countries
London;loydon
Providence RI;loydon
Lynchburg va;lucca
Dublin;lucca
Berlin;lucca
Lyon;ludd
London;ludd
Kings Lynn;ludd
Bern;lugano
Kings Lynn;lugano
Lyon;lugduni
Machynlleth;lugduni
Leiden;lugduni batauorum
Perth;lugduni batauorum
Leiden;lugduni batavorum
Madeley;lugduni batavorum
Leiden;lugduni leiden
Paris;lugduni leiden
Lund;lund
Macclesfield;lund
London;lundini
Maidstone;lundini
London;lundon
Antwerp;lundon
Lustleigh;lustleigh
Maidstone;lustleigh
Lustleigh;lustleigh devon
Maidstone;lustleigh devon
Paris;lutetiae britannorum
Maidstone;lutetiae britannorum
Paris;lutetiae parisiorum paris londini
Mainz;lutetiae parisiorum paris londini
Lyon;lvgdvni
Mainz;lvgdvni
Leiden;lvgdvni batavorvm
Malda;lvgdvni batavorvm
Liège;lvyck
Sulechow;lvyck
Kings Lynn;lynn
Kinross;lynn
Paris;lynn
Manchester;lynn
Kings Lynn;lynn england
Manchester;lynn england
Lyon;lyon
Leipzig;lyon
Lyon;lyons
Northampton Ma;lyons
Antwerp;lyons
London;lyons
Maastricht;maastricht
Lyon;maastricht
Macclesfield;macclesfield
Manchester;macclesfield
Machynlleth;machynlleth
Manchester;machynlleth
Machynlleth;mackline
Antwerp;mackline
Salem Ma;madeley
London;madeley
Madras India;madras
Antwerp;madras
Fort royal;madras
Madras India;madras india
Margate;madras india
St George;madras india
Madrid;madrid
Middelburg;madrid
Macclesfield;magclesfield
Market harborough;magclesfield
Maidstone;maidston
Market rasen;maidston
Maidstone;maidstone
Marlborough;maidstone
Maidstone;ma id stone
Marlborough;ma id stone
Maidstone;maidsto ne
St Pierre;maidsto ne
Augusta Me;maine
Martinsburg va;maine
Poughkeepsie NY;maine
Hallowell Me;maine hallowell
Edinburgh;maine hallowell
Portland Me;maine portland
Shepherdstown WV;maine portland
Edinburgh;maine portland
Mainz;mainz
Annapolis Md;mainz
Mainz;mainz frankfurt
Annapolis Md;mainz frankfurt
Machynlleth;makline
Marseilles;makline
Malda;malda bengal
Boston Ma;malda bengal
Malmö;malmö
Boston Ma;malmö
London;malmö
Malmö;malmoo
London;malmoo
Valletta;malta
Boston Ma;malta
Manchester;manchester
London;manchester
Manchester;manchester england
Boston Ma;manchester england
Manchester;mancunii
London;mancunii
London;mannheim
Medford Ma;mannheim
Marburg;marburg
Melton mowbray;marburg
Marlborough;marlborough
Middelburg;marlborough
St Pierre;martinique
Middelburg;martinique
Annapolis Md;maryland
Emden;maryland
Middleborough Ma;maryland
Annapolis Md;maryland annapolis
Middelburg;maryland annapolis
Boston Ma;mass
Ripon;mass
New London Ct;mass
London;mass
Yarmouth;mass
Saarbrucken;mass
York;mass
Litchfield Ct;mass
Copenhagen;mass
Wigton;mass
Boston Ma;massachusetts
York;massachusetts
Concord Ma;massachusetts
Paris;massachusetts
Middelburg;massachusetts
London;massachusetts
Worcester Ma;massachusetts bay worcester
Middleburg netherlands;massachusetts bay worcester
Boston Ma;massachusetts boston
Worcester Ma;massachusetts boston
Stirling;massachusetts boston
Middelburg;massachusetts boston
Quebec;massachusetts boston
Concord;massachusetts boston
Boston Ma;massachusetts charlestown
Middletown Ct;massachusetts charlestown
Springfield Ma;massachusetts springfield
Boston Ma;massachusetts springfield
Boston Ma;massachusetts state boston
Middletown Ct;massachusetts state boston
Worcester Ma;massachusetts worcester
Concord NH;massachusetts worcester
St Helier;massachusetts worcester
Boston Ma;mass england
London;mass england
Salisbury;mass england
Congleton;mass england
Mount Pleasant NJ;matawan nj
Nantwich;matawan nj
Mechelen;mechlin
London;mechlin
Middelburg;mechlin
Medford Ma;medford mass
Mifflintown pa;medford mass
Medford Ma;medford massachusetts
Rouen;medford massachusetts
Middelburg;medioburgi zelandiae
Milan;medioburgi zelandiae
Valletta;melitae
Milborne Port;melitae
NA;melvill
Aberdaugleddau;melvill
NA;menley
Milton;menley
Mainz;mentz
Milton Ernest;mentz
Mainz;mentz frankfort
Milton;mentz frankfort
Middelburg;midddelburgh
London;midddelburgh
Middelburg;middelborg
Antwerp;middelborg
Middelburg;middelborough
London;middelborough
Middelburg;middelburg
Mole-Saint-Nicolas;middelburg
London;middelburg
Middelburg;middelburgh
Oxford;middelburgh
Trenton;middelburgh
Middelburg;middelburgi
London;middelburgi
Middleborough Ma;middleborough
London;middleborough
Middleborough Ma;middleborough mass
Monmouth;middleborough mass
Middleborough Ma;middleborough plymouth mass
Monaghan;middleborough plymouth mass
Middelburg;middleborowgh
Dublin;middleborowgh
Middelburg;middleborrow
Monmouth nj;middleborrow
Middelburg;middleburg
Edinburgh;middleburg
Montego Bay;middleburg
Middelburg;middleburgh
Montego Bay;middleburgh
Middelburg;middleburgii
Montreal;middleburgii
Middletown Ct;middletown
Montrose;middletown
Middletown Ct;middletown conn
Derby;middletown conn
Mount Pleasant NJ;middletown point nj
Morristown NJ;middletown point nj
Middelburg;midelburge
London;midelburge
Middelburg;midlebrugh
St Omer;midlebrugh
Middelburg;midleburgh
London;midleburgh
Milan;milan
Mount holly nj;milan
Dublin;milan
Bern;milan
Milborne Port;milborneport
Chester;milborneport
Milborne Port;milborne port
Chester;milborne port
Aberdaugleddau;milford haven
Mount Pleasant NJ;milford haven
Milton;milton
Ossining ny;milton
Milton Ernest;milton ernis near bedford
Mount Pleasant NJ;milton ernis near bedford
Milton;milton near thame
Royal Tunbridge Wells;milton near thame
London;minories
Bristol;minories
Mole-Saint-Nicolas;mole saint nicholas
Bristol;mole saint nicholas
Montego Bay;montego bay
Mullingar;montego bay
Montego Bay;montego bay jamaica
Dublin;montego bay jamaica
Montreal;montreal
Münster;montreal
Montreal;montreal quebec
London;montreal quebec
Montrose;montrose
Boston Ma;montrose
Morristown NJ;morris town nj
Amwythig;morris town nj
Morristown NJ;morristown nj
Naas;morristown nj
Moscow;mosco
Edinburgh;mosco
Mount Pleasant NJ;mount pleasant nj
Naples;mount pleasant nj
Mount Pleasant NJ;mount pleasant ny
Nashville TN;mount pleasant ny
Royal Tunbridge Wells;mount sion tunbridge wells
Nashville TN;mount sion tunbridge wells
Bristol;mristo
Nassau;mristo
Bristol;mristol
Natchez Ms;mristol
Münster;muenster
New Bedford Ma;muenster
Mulberry Hill Va;mulbery hill
New Bedford Ma;mulbery hill
Münster;munster
New York NY;munster
Amwythig;mwythig
Amsterdam;mwythig
Zürich;mwythig
Arnhem;mwythig
Amwythig;mwythig shrewsbury
Zürich;mwythig shrewsbury
Amwythig;mwythyg
Caen;mwythyg
Nantes;nantes
Newark;nantes
Nantes;nantz
Newark NJ;nantz
Naples;naples
Besançon;naples
Newark;naples
Naples;napoli
London;napoli
Nashville TN;nashville
New Bedford Ma;nashville
Nashville TN;nashville tenn
New Bedford Ma;nashville tenn
Nashville TN;nashville tennessee
New Bedford Ma;nashville tennessee
Nassau;nassau bahamas
New Bedford Ma;nassau bahamas
Nassau;nassau providence bahamas
New Bedford Ma;nassau providence bahamas
Natchez Ms;natchez miss
New Bedford Ma;natchez miss
New Bedford Ma;n bedford massa
New Bern NC;n bedford massa
Naples;neapoli
New Bern NC;neapoli
New York NY;neo eboraci
New Bern NC;neo eboraci
Nijmegen;neomagi
Brentford;neomagi
Neustadt an der Weinstraße;neostadii
New Britain Pa;neostadii
Newcastle;nescastle
New Brunswick NJ;nescastle
London;netherhall
New Brunswick NJ;netherhall
Amsterdam;netherlands
London;netherlands
Wesel;netherlands
Toronto;netherlands
New Brunswick NJ;netherlands
Fishkill NY;netherlands
Portsmouth;netherlands
Neuchatel;neuchatel
St Andrews;neuchatel
Caen;neulye caen
Newburgh NY;neulye caen
Newark;newark
Newburyport Ma;newark
Newburgh NY;newark
Vienna;newark
Newark;newark england
Newbury;newark england
Newark NJ;newark new jersey
Newburyport Ma;newark new jersey
Newark NJ;newark nj
Newburyport Ma;newark nj
New Brunswick NJ;new bbunswick new jersey
Newburyport Ma;new bbunswick new jersey
New Bedford Ma;new bedford mass
Newburyport Ma;new bedford mass
New Bedford Ma;newbedford mass
Newburyport Ma;newbedford mass
New Bedford Ma;newbedford massa
Boston Ma;newbedford massa
New Bedford Ma;newbedford massachusetts
Newburyport Ma;newbedford massachusetts
New Bern NC;newbern
Newburyport Ma;newbern
New Bern NC;new bern nc
Newbury Vt;new bern nc
New Bern NC;newbern nc
Newbury Vt;newbern nc
New Bern NC;newbern north carolina
Boston Ma;newbern north carolina
New Britain Pa;new briton bucks county pa
Newcastle;new briton bucks county pa
New Brunswick NJ;new brunswick
Newcastle;new brunswick
New Brunswick NJ;new brunswick new jersey
New Castle De;new brunswick new jersey
New Brunswick NJ;new brunswick nj
Newcastle;new brunswick nj
Newburgh NY;newburgh ny
Newcastle;newburgh ny
Newburgh NY;newburgh orange county ny
Newcastle;newburgh orange county ny
Newburgh NY;newburgh ulster county ny
Newcastle;newburgh ulster county ny
Newburyport Ma;newbury mass
Newcastle;newbury mass
Newburyport Ma;newburyport
Newcastle;newburyport
Newburyport Ma;newbury port
Newcastle;newbury port
Newburyport Ma;newbury port mass
Newcastle;newbury port mass
Newburyport Ma;newburyport mass
Boston Ma;newburyport mass
Newcastle;newburyport mass
Newburyport Ma;newburyport massachusetts
Newcastle;newburyport massachusetts
Newburyport Ma;newbury port new england
Boston Ma;newbury port new england
Newbury Vt;newbury ver
Newfield Ct;newbury ver
Newbury Vt;newbury vermont
Newfield Ct;newbury vermont
Newcastle;newcaslte upon tyne
Copenhagen;newcaslte upon tyne
Newcastle;newcaste upon tyne
London;newcaste upon tyne
Newcastle;newcastle
Portsmouth;newcastle
St Andrews;newcastle
Emden;newcastle
London;newcastle
New London Ct;newcastle
Newington Ct;newcastle
New Haven Ct;newcastle
Newcastle;new castle
Keene NH;new castle
New Castle De;new castle del
Exeter;new castle del
Newcastle;new castle england
New Haven Ct;new castle england
Newcastle;newcastle on tyne
London;newcastle on tyne
Newcastle;newcastlet
Litchfield Ct;newcastlet
Newcastle;newcastle upon tyne
London;newcastle upon tyne
London Ct;newcastle upon tyne
Newcastle;newcastle upon tyne england
London;newcastle upon tyne england
Newcastle;newcatle upon tyne
Paris;newcatle upon tyne
Boston Ma;new england
Rouen;new england
Newfield Ct;newfield conn
London;newfield conn
Newfield Ct;newfield fairfield county bridgeport conn
Newmarket;newfield fairfield county bridgeport conn
Keene NH;new hampshire
New Orleans La;new hampshire
New Haven Ct;new haven
Newport;new haven
New Haven Ct;new haven conn
Newport;new haven conn
Newington Ct;newington
Newport;newington
Stroud;newington
Newark NJ;new jersey
Newport RI;new jersey
New London Ct;new london
New Bern NC;new london
Newport RI;new london
New London Ct;new london conn
Newport;new london conn
London;new london conn
Boston Ma;new london conn
Ghent;newly gaunte
New York NY;newly gaunte
Rouen;newly rowen
Windsor;newly rowen
Newmarket;newmarket
New York NY;newmarket
Newmarket;newmarket england bury suffolk
Philadelphia Pa;newmarket england bury suffolk
New Milford Ct;new milford conn
Providence RI;new milford conn
New Orleans La;new orleans
New York NY;new orleans
Newport;newport
New York NY;newport
Niagara;newport
Newport RI;newporti ri
York;newporti ri
Newport;newport isle wight
York;newport isle wight
Newport;newport isle wight england
Wrexham;newport isle wight england
Newport RI;newport rhode island
Niagara;newport rhode island
Newport RI;newport rhoee island
Nice;newport rhoee island
Newport RI;newport ri
Antwerp;newport ri
Uttoxeter;newport ri
Newport;newport shropshire
New Brunswick NJ;newport shropshire
Newry;newry
York;newry
Newry;newry ireland
London;newry ireland
Newton NJ;newton new jersey
Antwerp;newton new jersey
Newtown Pa;newtown penn
London;newtown penn
New York NY;newyork
Nordhausen;newyork
New York NY;new york
Newcastle;new york
Schwerin;new york
Wilkes-Barre Pa;new york
New York NY;new york america
Norfolk;new york america
New York NY;new york new york
Norwich;new york new york
New York NY;new york ny
Nürnberg;new york ny
Norristown Pa;new york ny
Wrexham;ngwrecsam
Northallerton;ngwrecsam
Niagara;niagara
Philadelphia Pa;niagara
Northallerton;niagara
Worcester;niagara
Worcester Ma;niagara
Niagara;niagara canada
Northampton;niagara canada
Bordeaux;nice
Northampton;nice
New Brunswick NJ;nieuw brunswick nj
Northampton;nieuw brunswick nj
New York NY;nieuw jork
Edinburgh;nieuw jork
London;no little catherine street strand
Boston Ma;no little catherine street strand
London;nondon
Northumberland Pa;nondon
Norwich;noorwitz
Trefeca;noorwitz
Norfolk Va;norfolk va
North Yarmouth Me;norfolk va
Norfolk Va;norfolk virginia
Norton;norfolk virginia
Nürnberg;noribergae
Norton fitzwarren;noribergae
Norwich;norich
Taunton Ma;norich
Norristown Pa;norristown
Norwich Ct;norristown
Norristown Pa;norristown pa
Norwich Ct;norristown pa
Norrköping;norrköping
Norwich;norrköping
NA;north
Nottingham;north
Northallerton;northallerton
NA;northallerton
Northallerton;north allerton
London;north allerton
Philadelphia Pa;north america philadelphia
Norwich;north america philadelphia
Northampton;northampton
Norwich;northampton
Nottingham;northampton
Northampton;northampton england
Norwich;northampton england
Northampton;northamptoniae
Norwich;northamptoniae
Northampton Ma;northampton mass
London;northampton mass
Nottingham;northampton mass
Northampton Ma;northampton massachusetts
Nottingham;northampton massachusetts
Nothampton;northamton
Nottingham;northamton
New Bern NC;north carolina
Nottingham;north carolina
Nothampton;northhampton
Nottingham;northhampton
Northumberland Pa;northumberland
London;northumberland
Northumberland Pa;northumberland pa
London;northumberland pa
Northumberland Pa;northumberland town pa
New Orleans La;northumberland town pa
North Yarmouth Me;north yarmouth
New York NY;north yarmouth
Taunton Ma;norton near taunton
Newcastle;norton near taunton
Norwich;norvicensis
Newcastle;norvicensis
Norwich;norvici
Newcastle;norvici
Norwich;norwich
New Haven Ct;norwich
New York NY;norwich
Antwerp;norwich
Norwich Ct;norwich conn
London;norwich conn
Norwich Ct;norwich connecticut
London;norwich connecticut
Norwich;norwich england
New Haven Ct;norwich england
Norwich;norwici
New Haven Ct;norwici
Norwich;norwick
New Haven Ct;norwick
Norwich;norwigh
New Haven Ct;norwigh
Nottingham;nottingam
New Haven Ct;nottingam
Nottingham;nottingham
New Haven Ct;nottingham
Nottingham;nottingham england
Norwich;nottingham england
Nottingham;nottinghami
London;nottinghami
Nottingham;nottinghamiae
Edinburgh;nottinghamiae
Nottingham;nottinghm
London;nottinghm
Nottingham;nottingnam
NA;nottingnam
Nottingham;notttingham
Nuneaton;notttingham
New Orleans La;nouvelle orleans new orleans
Oakham;nouvelle orleans new orleans
New York NY;nova belgia
London;nova belgia
Halifax NS;nova scotia
Octorara Pa;nova scotia
Newcastle;novicastri
London;novicastri
Newcastle;novi castri
London;novi castri
New York NY;novi eboraci
London;novi eboraci
New Haven Ct;novi porti
London;novi porti
New Haven Ct;novi porti new haven
Omagh;novi porti new haven
New Haven Ct;novi portu
London;novi portu
New Haven Ct;novi portus
London;novi portus
New Haven Ct;novi portus new haven
London;novi portus new haven
New Haven Ct;novo portu
Ongar;novo portu
New Haven Ct;novo portu connecticutensium new haven
Ottawa;novo portu connecticutensium new haven
New Haven Ct;novo portu new haven
London;novo portu new haven
Norwich;nowich
Porto;nowich
London;nsis
Paris;nsis
Antwerp;nuers
Havanna;nuers
NA;nulun
Northampton;nulun
Nürnberg;nuremberg
Paris;nuremberg
London;nuremberg
Norwich;nuremberg
Philadelphia Pa;nuremberg
New York NY;n york
Oxford;n york
Oakham;oakham
Oxford;oakham
Octorara Pa;octorara pa
Oxford;octorara pa
Octorara Pa;octoraro pa
Amsterdam;octoraro pa
Salem NJ;office salem
St Albans;office salem
Chillicothe Oh;ohio
Cincinnati Oh;ohio
St Omer;omers
Walpole NH;omers
Paris;omers
Amwythig;omers
London;ondon
Oxford;ondon
London;on don
Oxford;on don
Ottawa;ontario
Oxford;ontario
Porto;oporto
Oxford;oporto
Oxford;orleans
Nimes;orleans
Oxford;osford
London;osford
Oxford;oxenford
London;oxenford
Oxford;oxford
Worcester Ma;oxford
Bethlehem Pa;oxford
Cologne;oxford
London;oxford
Roseau Dominica;oxford
NA;oxford
Hitchin;oxford
Winchester;oxford
Edinburgh;oxford
Coventry;oxford
Paris;oxford
Utrecht;oxford
Worcester;oxford
Albany NY;oxford
Newton NJ;oxford
Amsterdam;oxford
Glasgow;oxford
Philadelphia Pa;oxford
Taunton;oxford
Exeter;oxford
Oxford;oxforde
London;oxforde
Oxford;oxford england
Amsterdam;oxford england
Oxford;oxford london
Reims;oxford london
Worcester;oxford london
Rouen;oxford london
London;oxford london
Oxford;oxford shrewsbury
London;oxford shrewsbury
Oxford;oxfort
Palermo;oxfort
Oxford;oxoford
Paramaribo;oxoford
Oxford;oxon
Paris;oxon
Oxford;oxonae
London;oxonae
Oxford;oxoni
Paris;oxoni
Oxford;oxonia
London;oxonia
Oxford;oxoniaae
Paris;oxoniaae
Oxford;oxoniae
Paris;oxoniae
Oxford;oxoniae officina typographica iosephi barnesii
Paris KY;oxoniae officina typographica iosephi barnesii
Oxford;oxonie
Preston;oxonie
Oxford;oxoniensi academia
London;oxoniensi academia
Oxford;oxoniensis
Dublin;oxoniensis
Oxford;oxonii
Paris;oxonii
Oxford;oxoniii
Paris;oxoniii
Oxford;oxoniis
La rochelle;oxoniis
Oxford;oxonij
Paris;oxonij
Oxford;oxon oxford
NA;oxon oxford
Oxford;oxony
Parma;oxony
NA;pace
Parma;pace
Padua;padua
Karlsruhe;padua
Paris;parhisiorum
Antwerp;parhisiorum
Paris;parijs
Philadelphia Pa;parijs
Paris;paris
Stockholm;paris
London;paris
Yverdon-les-Bains;paris
Constance;paris
Carmarthen;paris
Cambridge;paris
Edinburgh;paris
Glasgow;paris
Daventry;paris
Vergennes vt;paris
Bromley;paris
Antwerp;paris
NA;paris
Pointe-A-Pitre;paris
Dublin;paris
Keene NH;paris
Leiden;paris
Newtown Pa;paris
Lausanne;paris
Litchfield Ct;paris
Blackburn;paris
Charleston SC;paris
Oxford;paris
Regensburg;paris
Dover De;paris
Berwick-upon-Tweed;paris
Cap-Haitien;paris
Orleans;paris
Vienna;paris
Cologne;paris
Paris KY;paris bourbon county ky
Paris;paris bourbon county ky
Paris;parise
London;parise
Paris;parisii
Peacham Vt;parisii
Paris;parisiis
London;parisiis
Paris;parisijs
Oxford;parisijs
London;parisijs
Paris;parisiorum
Rouen;parisiorum
London;parisiorum
Paris;parisiorum acad
Antwerp;parisiorum acad
Paris;parisiorum academia
Cologne;parisiorum academia
Paris;parisius
London;parisius
Paris;parisi us
Pembroke;parisi us
Paris;paris london
Ephrata Pa;paris london
Paris;paris londres
Peine;paris londres
Pembroke Ma;paris londres
Nürnberg;paris londres
Paris;paris or louvain
Philadelphia Pa;paris or louvain
Paris;pariss suburbiis sc⁻i germani de pratis
London;pariss suburbiis sc⁻i germani de pratis
Paris;parisus
Carlisle Pa;parisus
Parma;parma
Dijon;parma
Penrith;parma
Parma;parmae
Penryn;parmae
Paris;parrhisiensi academia
The Hague;parrhisiensi academia
Paris;parrhisio rum academia
London;parrhisio rum academia
Paris;parrhisiorum academia
Inverness;parrhisiorum academia
Paris;parrisijs
Pensacola Fl;parrisijs
Parr-Town;parr town
Penzance;parr town
Paris;parsley
NA;parsley
Paris;paryisiorum
Kingston NY;paryisiorum
Paris;parys
London;parys
Paris;parys xx day mowneth may
London;parys xx day mowneth may
NA;paslic
Perth;paslic
Paris;passy
London;passy
Padua;patavii
Peterborough;patavii
Pattingham;patingham
St Petersburg;patingham
Peacham Vt;peacham vermont
Petersburg Va;peacham vermont
Peacham Vt;peacham vt
Petersburg Va;peacham vt
Perth;peairt
Petersburg Va;peairt
Pembroke Ma;pembroke mass
Philadelphia Pa;pembroke mass
Carlisle Pa;pennsylvania carlisle
Philadelphia Pa;pennsylvania carlisle
Philadelphia Pa;pennsylvania philadelphia
New York NY;pennsylvania philadelphia
Pensacola Fl;pensacola
Philadelphia Pa;pensacola
Perth;perth
Philadelphia Pa;perth
Mannheim;perth
Perth;perthensi
Philadelphia Pa;perthensi
Perth;perth scotland
Philadelphia Pa;perth scotland
St Petersburg;petersburg
Boston Ma;petersburg
Petersburg Va;petersburgh
Dublin;petersburgh
Petersburg Va;petersburgh va
Frankfurt;petersburgh va
Petersburg Va;petersburg london
Gera;petersburg london
Petersburg Va;petersburg va
Halle;petersburg va
Perth;petth
Nürnberg;petth
Philadelphia Pa;phialdelphia
St Petersburg;phialdelphia
Philadelphia Pa;philad
Strasbourg;philad
Philadelphia Pa;philada
Vienna;philada
Philadelphia Pa;philadelphia
Bury;philadelphia
Dublin;philadelphia
Paris;philadelphia
Winchester;philadelphia
Douai;philadelphia
Harlech;philadelphia
Edinburgh;philadelphia
Pointe-A-Pitre;philadelphia
Retford;philadelphia
London;philadelphia
Perth;philadelphia
Philadelphia Pa;philadelphia baltimore york
Brussels;philadelphia baltimore york
Philadelphia Pa;philadelphia new york
Amsterdam;philadelphia new york
Philadelphia Pa;philadelphia pa
Pisa;philadelphia pa
Plymouth;philadelphia pa
Philadelphia Pa;philadelphia penn
Pittsburgh Pa;philadelphia penn
Philadelphia Pa;philadelphia pennsylvania
Pittsburgh Pa;philadelphia pennsylvania
Philadelphia Pa;philadelphia york baltimore
London;philadelphia york baltimore
Philadelphia Pa;philadelphie
Plymouth Ma;philadelphie
Philadelphia Pa;philadelphie paris bordeaux
Pittsburgh Pa;philadelphie paris bordeaux
Philadelphia Pa;philadelphie philadelphia pa
Plymouth Ma;philadelphie philadelphia pa
Philadelphia Pa;philadelpphia
Pointe-A-Pitre;philadelpphia
Philadelphia Pa;philadephia
Krakow;philadephia
Philadelphia Pa;philidelphia
London;philidelphia
Philadelphia Pa;philladephia
Pompton Plains NJ;philladephia
Philadelphia Pa;phladelphia
Pondicherry;phladelphia
London;pimlico
Pontefract;pimlico
Poole;pisa
Padova;pisa
Pittsburgh Pa;pittsburgh
Portsmouth NH;pittsburgh
Pittsburgh Pa;pittsburgh pa
Port-au-Prince;pittsburgh pa
Pittsburgh Pa;pittsburg pa
Port-au-Prince;pittsburg pa
Plymouth;plym dock
Portland Me;plym dock
Plymouth;plymounth
Portland Me;plymounth
Plymouth;plymouth
Augusta Me;plymouth
Plymouth;plymouth dock
Portland Me;plymouth dock
Plymouth Ma;plymouth mass
Portsmouth NH;plymouth mass
Plymouth Ma;plymouth massachusetts
Port-of-Spain;plymouth massachusetts
Pointe-A-Pitre;point pitre
Portsmouth;point pitre
Pointe-A-Pitre;point pitre guadeloupe
Portsmouth;point pitre guadeloupe
Krakow;poland
Portsmouth;poland
Pompton Plains NJ;pompton plains new jersey
Paris;pompton plains new jersey
Pondicherry;pondicherry
Portsmouth NH;pondicherry
Pondicherry;pondichery
Portsmouth;pondichery
Y Bont-faen;pont y fon
Portsmouth NH;pont y fon
Portsmouth NH;porstmouth nh
Portsmouth;porstmouth nh
Port-au-Prince;port au prince
Portsmouth;port au prince
Port-au-Prince;port au prince haiti
Potsdam;port au prince haiti
Pointe-A-Pitre;port de la liberte
Poughkeepsie NY;port de la liberte
Pointe-A-Pitre;port de la liberte guadeloupe an vi
Poughkeepsie NY;port de la liberte guadeloupe an vi
Portland Me;portland
Poughkeepsie NY;portland
Portland Me;portland district maine
Poughkeepsie NY;portland district maine
Portland Me;portland me
Poughkeepsie NY;portland me
Portsmouth NH;portmouth nh
Llwydlo;portmouth nh
Portsmouth;portsea
Philadelphia Pa;portsea
Portsmouth;portsmouth
Preston;portsmouth
St Ives;portsmouth
London;portsmouth
St Andrews;portsmouth
New Orleans La;portsmouth
Rotterdam;portsmouth
Prague;portsmouth
Portsmouth;portsmouth england
London;portsmouth england
Portsmouth;portsmouth exeter
Prescot;portsmouth exeter
Portsmouth NH;portsmouth new hampshire
Edinburgh;portsmouth new hampshire
Portsmouth NH;portsmouth nh
Malmö;portsmouth nh
Port-of-Spain;port spain
Dresden Me;port spain
Poughkeepsie NY;poughkeepsie
Princeton NJ;poughkeepsie
