author_name	author_birth	author_death	Count
Metastasio, Pietro	NA	NA	 139
Le Sage, Alain René	NA	NA	 139
Sheridan, Thomas	NA	NA	 139
Gill, John	NA	NA	 138
Moore, Francis	NA	NA	 138
Johnson, John	NA	NA	 138
Romaine, William	NA	NA	 138
Lyttelton, George	NA	NA	 138
Greene, Robert	NA	NA	 137
Vanbrugh, John	NA	NA	 137
Blair, Hugh	NA	NA	 137
Clarke, John	NA	NA	 137
Combe, William	NA	NA	 136
Xenophon	NA	NA	 135
Plutarch	NA	NA	 135
Jacob, Giles	NA	NA	 135
Breton, Nicholas	NA	NA	 134
Gauden, John	NA	NA	 134
Trapp, Joseph	NA	NA	 134
Atterbury, Francis	NA	NA	 133
Salmon, William	NA	NA	 133
Burnet, Thomas	NA	NA	 132
Goodwin, Thomas	NA	NA	 131
Cocker, Edward	NA	NA	 131
Morell, Thomas	NA	NA	 131
Rousseau, Jean-jacques	NA	NA	 131
Bayly, Lewis	NA	NA	 130
Gerard	NA	NA	 130
Andrews, William	NA	NA	 130
Speed, John	NA	NA	 129
Sacheverell, Henry	NA	NA	 129
Ames, Nathaniel	NA	NA	 128
Lorrain, P	NA	NA	 128
Kennett, White	NA	NA	 128
Scott, Thomas	NA	NA	 128
Martin, Benjamin	NA	NA	 128
Dent, Arthur	NA	NA	 127
Pitcairn, Archibald	NA	NA	 127
Arbuthnot, John	NA	NA	 127
Hanway, Jonas	NA	NA	 127
Calvin, Jean	NA	NA	 126
Mason, John	NA	NA	 126
Jonson, Ben	NA	NA	 126
White, Thomas	NA	NA	 125
Dering, Edward	NA	NA	 124
Wing, Vincent	NA	NA	 124
Guthrie, William	NA	NA	 124
Younge, Richard	NA	NA	 123
Challoner, Richard	NA	NA	 123
Walpole, Horace	NA	NA	 123
Tate, Nahum	NA	NA	 123
Hart, John	NA	NA	 121
Sallust	NA	NA	 120
Anderson, James	NA	NA	 120
Wilkes, John	NA	NA	 120
Fisher, George	NA	NA	 119
Euclid	NA	NA	 118
Rogers, John	NA	NA	 118
Fox, Charles James	NA	NA	 118
Watson, Thomas	NA	NA	 117
Brooke, Henry	NA	NA	 117
Behn, Aphra	NA	NA	 117
Millington, Edward	NA	NA	 116
Morton, Thomas	NA	NA	 116
Dalrymple, Alexander	NA	NA	 115
Heylyn, Peter	NA	NA	 115
Wells, Edward	NA	NA	 115
Stebbing, Henry	NA	NA	 115
Grotius, Hugo	NA	NA	 115
Prior, Matthew	NA	NA	 115
Lucas, Charles	NA	NA	 115
Brooks, Thomas	NA	NA	 114
Young, Arthur	NA	NA	 114
Wake, William	NA	NA	 114
Charles	NA	NA	 114
Shadwell, Thomas	NA	NA	 113
Johnson, R	NA	NA	 113
Bugg, Francis	NA	NA	 113
Vincent, Thomas	NA	NA	 112
Gray, Andrew	NA	NA	 112
Hoole, Charles	NA	NA	 112
Sinclair, John	NA	NA	 112
Whitehead, George	NA	NA	 111
Dunton, John	NA	NA	 111
Norris, John	NA	NA	 111
Ken, Thomas	NA	NA	 111
Bailey, N	NA	NA	 111
Washington, George	NA	NA	 111
Price, Richard	NA	NA	 111
King, Thomas	NA	NA	 110
Cock	NA	NA	 110
Hare, Francis	NA	NA	 110
Berkeley, George	NA	NA	 110
Campbell, John	NA	NA	 110
Wesley, Charles	NA	NA	 110
Alleine, Joseph	NA	NA	 110
Erskine, Ebenezer	NA	NA	 109
Lillo, George	NA	NA	 109
Lowth, Robert	NA	NA	 109
Gregory, John	NA	NA	 109
Pulteney, William	NA	NA	 109
Fuller, Thomas	NA	NA	 109
Josephus, Flavius	NA	NA	 108
Janeway, James	NA	NA	 108
Preston, John	NA	NA	 107
Reynolds, John	NA	NA	 107
Comber, Thomas	NA	NA	 107
Wright, S	NA	NA	 107
Macgowan, John	NA	NA	 107
Buckingham, George Villiers	NA	NA	 107
Moore, Edward	NA	NA	 107
Trimmer, Sarah	NA	NA	 107
Wilson, William	NA	NA	 106
Luther, Martin	NA	NA	 106
Dod, John	NA	NA	 106
Lilly, William	NA	NA	 106
Gadbury, John	NA	NA	 105
Naylor, James	NA	NA	 105
Smith, Thomas	NA	NA	 105
Russel, Robert	NA	NA	 105
Parker, George	NA	NA	 105
Phaedrus	NA	NA	 105
Churchill, C	NA	NA	 105
Love, Christopher	NA	NA	 104
Calamy, Edmund	NA	NA	 104
Jones, John	NA	NA	 103
Langford	NA	NA	 103
Seneca, Lucius Annaeus	NA	NA	 102
Fénelon, François De Salignac De La Mothe-	NA	NA	 102
Home, John	NA	NA	 102
Gordon, John	NA	NA	 102
Philips, Ambrose	NA	NA	 102
Heywood, Thomas	NA	NA	 101
Coley, Henry	NA	NA	 101
Rowlands, Samuel	NA	NA	 100
Penington, Isaac	NA	NA	 100
Sanderson, Robert	NA	NA	 100
Armstrong, John	NA	NA	 100
Oldmixon	NA	NA	 100
Shepard, Thomas	NA	NA	  99
Colman, Benjamin	NA	NA	  99
Woodhouse, John	NA	NA	  99
Horneck, Anthony	NA	NA	  99
Pond, Edward	NA	NA	  98
Howell, James	NA	NA	  98
Ray, John	NA	NA	  98
Raleigh, Walter	NA	NA	  98
Crisp, Stephen	NA	NA	  98
Barclay, Robert	NA	NA	  98
Reynolds, Edward	NA	NA	  97
Humfrey, John	NA	NA	  97
Wilson, John	NA	NA	  97
Adams, John	NA	NA	  97
Philalethes	NA	NA	  97
Huntington, William	NA	NA	  97
Lockman, John	NA	NA	  97
Becon, Thomas	NA	NA	  96
Stanhope, George	NA	NA	  96
Macpherson, James	NA	NA	  96
Holcroft, Thomas	NA	NA	  96
Cervantes Saavedra, Miguel De	NA	NA	  96
Stephens, Edward	NA	NA	  96
Montesquieu, Charles De Secondat	NA	NA	  96
Junius	NA	NA	  96
Gentleman	NA	NA	  96
Davies, John	NA	NA	  95
Jones, Thomas	NA	NA	  95
Williams, William	NA	NA	  95
Caesar, Julius	NA	NA	  95
Mallet, David	NA	NA	  95
Andrewes, Lancelot	NA	NA	  94
Phillips, John	NA	NA	  94
Nepos, Cornelius	NA	NA	  94
Leybourn, William	NA	NA	  94
Burrough, Edward	NA	NA	  93
Cotton, John	NA	NA	  93
Tucker, Josiah	NA	NA	  93
Edwards, John	NA	NA	  93
Evans, John	NA	NA	  93
Layman	NA	NA	  93
Hill, Aaron	NA	NA	  93
Ellis, William	NA	NA	  93
Brinsley, John	NA	NA	  92
Fairfax, Thomas	NA	NA	  92
Swallow, John	NA	NA	  92
Blair, Robert	NA	NA	  92
Dyche, Thomas	NA	NA	  92
Villiers, George	NA	NA	  91
Jennens, Charles	NA	NA	  91
Leland, John	NA	NA	  91
Juvenal	NA	NA	  91
Day, Thomas	NA	NA	  91
Swedenborg, Emanuel	NA	NA	  91
Peirce, James	NA	NA	  91
Strong, Nehemiah	NA	NA	  90
Kenrick, W	NA	NA	  90
Echard, Laurence	NA	NA	  90
Sykes, Arthur Ashley	NA	NA	  90
Hoyle, Edmond	NA	NA	  90
Miller, James	NA	NA	  90
Mitchel, William	NA	NA	  89
Paterson, Samuel	NA	NA	  89
Ogilby, John	NA	NA	  89
Buchanan, George	NA	NA	  89
Bradbury, Thomas	NA	NA	  89
Hartley, David	NA	NA	  89
Fly	NA	NA	  88
Crouch, Nathaniel	NA	NA	  88
Pitt, William	NA	NA	  88
Chambaud, Lewis	NA	NA	  88
Justinus, Marcus Junianus	NA	NA	  88
Shirley, James	NA	NA	  87
Ballard, Thomas	NA	NA	  87
Hutton, Charles	NA	NA	  87
Wallis, John	NA	NA	  87
Secker, Thomas	NA	NA	  87
Rutherford, Samuel	NA	NA	  87
Banks, John	NA	NA	  87
Lewis, John	NA	NA	  87
Clarendon, Edward Hyde	NA	NA	  87
Mathias, Thomas James	NA	NA	  87
Dove, Jonathan	NA	NA	  86
Mackenzie, George	NA	NA	  86
Doolittle, Thomas	NA	NA	  86
Bradley, Richard	NA	NA	  86
Hill, Richard	NA	NA	  86
Brown, Thomas	NA	NA	  86
Osborne, Thomas	NA	NA	  86
Dawes, William	NA	NA	  86
Littleton, Thomas	NA	NA	  85
Gouge, Thomas	NA	NA	  85
Watson, John	NA	NA	  85
Dade, William	NA	NA	  85
Chandler, Samuel	NA	NA	  85
Hickes, George	NA	NA	  85
Stonhouse, James	NA	NA	  85
Rapin De Thoyras	NA	NA	  85
Sibbes, Richard	NA	NA	  85
Pratt	NA	NA	  85
Rose, George	NA	NA	  85
Harris, John	NA	NA	  85
Burroughs, Jeremiah	NA	NA	  84
Assheton, William	NA	NA	  84
Scougal, Henry	NA	NA	  84
Bernard, Richard	NA	NA	  84
Cooper, William	NA	NA	  84
Rawlet, John	NA	NA	  84
Country Gentleman	NA	NA	  84
Seller, John	NA	NA	  84
Wycherley, William	NA	NA	  84
Ambrose, Isaac	NA	NA	  83
Shaftesbury, Anthony Ashley Cooper	NA	NA	  83
Collier, Jeremy	NA	NA	  83
Massie, J	NA	NA	  83
Walker, George	NA	NA	  83
Citizen	NA	NA	  83
Langhorne, John	NA	NA	  83
John	NA	NA	  83
Hieron, Samuel	NA	NA	  82
Henry	NA	NA	  82
Halifax, George Savile	NA	NA	  82
Dyer, William	NA	NA	  82
Elys, Edmund	NA	NA	  81
Playford, John	NA	NA	  81
Porteus, Beilby	NA	NA	  81
Fleming, Robert	NA	NA	  81
Toland, John	NA	NA	  81
Whitby, Daniel	NA	NA	  80
Lucian	NA	NA	  80
Goldsmith, John	NA	NA	  80
James, Elinor	NA	NA	  80
Aulnoy	NA	NA	  80
Coles, Elisha	NA	NA	  80
Jackson, John	NA	NA	  80
Ball, John	NA	NA	  80
Erskine, Thomas	NA	NA	  80
William	NA	NA	  79
Beverley, Thomas	NA	NA	  79
Southerne, Thomas	NA	NA	  79
Barnard, John	NA	NA	  79
Blackall, Offspring	NA	NA	  79
Shebbeare, John	NA	NA	  79
Buchan, William	NA	NA	  79
Walker, John	NA	NA	  78
Cheyne, George	NA	NA	  78
Sternhold, Thomas	NA	NA	  77
Norden, John	NA	NA	  77
Nowell, Alexander	NA	NA	  77
Dekker, Thomas	NA	NA	  77
Ross, Alexander	NA	NA	  77
Viner, Charles	NA	NA	  77
Temple, William	NA	NA	  77
Barbauld	NA	NA	  77
Burns, Robert	NA	NA	  77
Jenyns, Soame	NA	NA	  77
Walker, William	NA	NA	  77
Almon, John	NA	NA	  77
Epictetus	NA	NA	  77
Bray, Thomas	NA	NA	  77
Middleton, Conyers	NA	NA	  77
Robinson, John	NA	NA	  77
Frederick	NA	NA	  77
Sheppard, William	NA	NA	  76
Goodwin, John	NA	NA	  76
Pomfret, John	NA	NA	  76
Brathwait, Richard	NA	NA	  76
White, Robert	NA	NA	  76
Blackmore, Richard	NA	NA	  76
Blackstone, William	NA	NA	  76
Gataker, Thomas	NA	NA	  76
Du Moulin, Pierre	NA	NA	  75
Jordan, Thomas	NA	NA	  75
Selden, John	NA	NA	  75
Bullord, John	NA	NA	  75
Ferguson, James	NA	NA	  75
Falconer, William	NA	NA	  75
Richardson, William	NA	NA	  75
Cowley, Abraham	NA	NA	  75
Sprat, Thomas	NA	NA	  75
Bentley, Richard	NA	NA	  75
Hobbes, Thomas	NA	NA	  74
Foxe, John	NA	NA	  74
Greenwood, John	NA	NA	  74
Sharp, Granville	NA	NA	  74
Entick, John	NA	NA	  74
Burton, John	NA	NA	  74
Turner, Daniel	NA	NA	  74
Fordyce, James	NA	NA	  74
Stafford, Richard	NA	NA	  74
Smith, Charlotte Turner	NA	NA	  74
Lucas, Richard	NA	NA	  74
Mackenzie, Henry	NA	NA	  74
Hickeringill, Edmund	NA	NA	  74
Dennis, John	NA	NA	  74
Saint-pierre, Bernardin De	NA	NA	  74
Cooke, Thomas	NA	NA	  74
Trigge, Thomas	NA	NA	  73
Hayley, William	NA	NA	  73
Perkins, F	NA	NA	  73
Ford, Emanuel	NA	NA	  73
Stevens, George Alexander	NA	NA	  73
Fleming, Caleb	NA	NA	  73
Ryland, John	NA	NA	  73
England And Wales	NA	NA	  72
Payne, Thomas	NA	NA	  72
Marana, Giovanni Paolo	NA	NA	  72
Erra Pater	NA	NA	  72
Whitehead, William	NA	NA	  72
Divine Of The Church Of England	NA	NA	  72
Gordon, Alexander	NA	NA	  72
Wilkins, John	NA	NA	  72
Parsons, Robert	NA	NA	  71
Horne, George	NA	NA	  71
Langley, Batty	NA	NA	  71
Cowley, Hannah	NA	NA	  71
Dickson, David	NA	NA	  71
Waller, Edmund	NA	NA	  71
Wing, John	NA	NA	  71
Wadsworth, Benjamin	NA	NA	  70
Broughton, Hugh	NA	NA	  70
Barrow, Isaac	NA	NA	  70
Chetwood, W. R	NA	NA	  70
Warburton, William	NA	NA	  70
Montagu, Mary Wortley	NA	NA	  70
Curll, Edmund	NA	NA	  70
Trenchard, John	NA	NA	  70
South, Robert	NA	NA	  70
Mair, John	NA	NA	  70
Jones, Henry	NA	NA	  70
Donne, John	NA	NA	  70
Browne, Joseph	NA	NA	  70
Delany, Patrick	NA	NA	  70
Fitzherbert, Anthony	NA	NA	  70
Douglas, Eleanor	NA	NA	  69
Tanner, John	NA	NA	  69
Middleton, Thomas	NA	NA	  69
Maxwell, James	NA	NA	  69
Browne, Daniel	NA	NA	  69
Chauncy, Charles	NA	NA	  69
Gilpin, William	NA	NA	  69
Berquin	NA	NA	  69
Wettenhall, Edward	NA	NA	  69
Eutropius	NA	NA	  69
Linguet, Simon Nicolas Henri	NA	NA	  69
Fox, William	NA	NA	  69
Johnson, Charles	NA	NA	  69
Brooke, Frances	NA	NA	  69
Rush, Benjamin	NA	NA	  69
Prideaux, Humphrey	NA	NA	  69
Sewell, George	NA	NA	  69
Lloyd, William	NA	NA	  68
Cooper, Thomas	NA	NA	  68
Aikin, John	NA	NA	  68
Baker, Samuel	NA	NA	  68
Gordon, George	NA	NA	  68
Ramsay	NA	NA	  68
Newbery, John	NA	NA	  68
Knox, Vicesimus	NA	NA	  68
Calonne, Charles Alexandre De	NA	NA	  68
Cromwell, Oliver	NA	NA	  67
Strafford, Thomas Wentworth	NA	NA	  67
Guthrie, James	NA	NA	  67
Collins, William	NA	NA	  67
Turner, John	NA	NA	  67
Evelyn, John	NA	NA	  67
Durham, James	NA	NA	  67
Murray, James	NA	NA	  67
Kettlewell, John	NA	NA	  67
Stackhouse, Thomas	NA	NA	  67
Graham, James	NA	NA	  67
Tasso, Torquato	NA	NA	  67
Tindal, Matthew	NA	NA	  67
Hamilton, William	NA	NA	  67
Mead, Richard	NA	NA	  67
Member Of Parliament	NA	NA	  67
Comenius, Johann Amos	NA	NA	  66
Willis, Thomas	NA	NA	  66
Browne, Thomas	NA	NA	  66
Demosthenes	NA	NA	  66
Colson, Nathaniel	NA	NA	  66
Beattie, James	NA	NA	  66
Dunn, Samuel	NA	NA	  66
Jackson, William	NA	NA	  66
Collyer, Mary	NA	NA	  66
Perrin, John	NA	NA	  66
Bowles, John	NA	NA	  66
Philips, John	NA	NA	  66
Martin, John	NA	NA	  66
Hervey, John	NA	NA	  66
Monro, Alexander	NA	NA	  66
Cleveland, John	NA	NA	  65
Pym, John	NA	NA	  65
Poole, Matthew	NA	NA	  65
Coffey, Charles	NA	NA	  65
More, Henry	NA	NA	  65
Wild, Robert	NA	NA	  65
Drayton, Michael	NA	NA	  65
Inchbald	NA	NA	  65
Anderson, John	NA	NA	  65
Snape, Andrew	NA	NA	  65
Manley, Delariviere	NA	NA	  65
Burgoyne, John	NA	NA	  65
Harris, William	NA	NA	  65
Willard, Samuel	NA	NA	  65
Dalrymple, John	NA	NA	  65
Fontenelle, Bernard Le Bovier De	NA	NA	  65
Pigott, Charles	NA	NA	  65
Bennet, Thomas	NA	NA	  65
Hamilton, Alexander	NA	NA	  65
Budgell, Eustace	NA	NA	  65
Anstey, Christopher	NA	NA	  65
Robinson, Robert	NA	NA	  65
Harris, Robert	NA	NA	  64
Downame, John	NA	NA	  64
Shower, John	NA	NA	  64
Greene, Thomas	NA	NA	  64
Melmoth, William	NA	NA	  64
Henley, John	NA	NA	  64
Tooke, John Horne	NA	NA	  64
Hoare, Prince	NA	NA	  64
Winchester, Elhanan	NA	NA	  64
Hayward, John	NA	NA	  63
Wing, Tycho	NA	NA	  63
Cobb, James	NA	NA	  63
Howe, John	NA	NA	  63
Howard, Robert	NA	NA	  63
Ferguson, Robert	NA	NA	  63
Kelly, Hugh	NA	NA	  63
Lindsay, David	NA	NA	  63
Paley, William	NA	NA	  63
Bell, John	NA	NA	  63
Wakefield, Gilbert	NA	NA	  63
Mackworth, Humphrey	NA	NA	  63
Cullen, William	NA	NA	  63
Dodwell, Henry	NA	NA	  62
Scott	NA	NA	  62
King, John	NA	NA	  62
Dell, William	NA	NA	  62
Burgh, James	NA	NA	  62
Madan, Martin	NA	NA	  62
Rollin, Charles	NA	NA	  62
Shenstone, William	NA	NA	  62
Owen, Charles	NA	NA	  62
Benezet, Anthony	NA	NA	  62
Bèze, Théodore De	NA	NA	  61
Caryl, Joseph	NA	NA	  61
Hooker, Thomas	NA	NA	  61
Season, Henry	NA	NA	  61
Hughes, John	NA	NA	  61
Ellwood, Thomas	NA	NA	  61
Towgood, Micaiah	NA	NA	  61
Leprince De Beaumont	NA	NA	  61
Cotton, Charles	NA	NA	  61
Croft, Herbert	NA	NA	  61
Kames, Henry Home	NA	NA	  61
Holbach, Paul Henri Thiry	NA	NA	  61
Dalrymple, David	NA	NA	  61
Brown, William	NA	NA	  61
Leeds, Titan	NA	NA	  60
Pennant, Thomas	NA	NA	  60
Tryon, Thomas	NA	NA	  60
Grove, Henry	NA	NA	  60
Raynal	NA	NA	  60
Williams, David	NA	NA	  60
Disney, John	NA	NA	  60
Akenside, Mark	NA	NA	  60
Waterland, Daniel	NA	NA	  60
Percival, Thomas	NA	NA	  60
England. Parliament	NA	NA	  59
Prince, Thomas	NA	NA	  59
Dickinson, Jonathan	NA	NA	  59
Murray, John	NA	NA	  59
Gessner, Salomon	NA	NA	  59
Carey, Mathew	NA	NA	  59
Drummond, William	NA	NA	  59
Jerningham	NA	NA	  59
Barlow, Joel	NA	NA	  59
Knaggs, Thomas	NA	NA	  59
Asgill, John	NA	NA	  59
Erskine, John	NA	NA	  59
Davenant, Charles	NA	NA	  59
Sophocles	NA	NA	  59
Theobald	NA	NA	  59
Milbourne, Luke	NA	NA	  59
Ward, John	NA	NA	  59
Skinner, R	NA	NA	  58
Ward, Samuel	NA	NA	  58
Culpepper, Nathanael	NA	NA	  58
Castellion, Sébastien	NA	NA	  58
Thomas, John	NA	NA	  58
Wright, Thomas	NA	NA	  58
Turner, William	NA	NA	  58
Pittis, William	NA	NA	  58
Browne, John	NA	NA	  58
Hutcheson, Archibald	NA	NA	  58
Pufendorf, Samuel	NA	NA	  58
Low, Nathanael	NA	NA	  57
Tennent, Gilbert	NA	NA	  57
Burton, Henry	NA	NA	  57
Mead, Matthew	NA	NA	  57
Hall, John	NA	NA	  57
Drelincourt, Charles	NA	NA	  57
Andrews, John	NA	NA	  57
Stockdale, John	NA	NA	  57
Price, John	NA	NA	  57
Bracken, Henry	NA	NA	  57
Tickell, Richard	NA	NA	  57
Henry, David	NA	NA	  57
Tenison, Thomas	NA	NA	  57
Cook, James	NA	NA	  57
Wesley, Samuel	NA	NA	  57
Goldoni, Carlo	NA	NA	  57
Crook, John	NA	NA	  57
Brothers, Richard	NA	NA	  57
Witherspoon, John	NA	NA	  57
Fothergill, Samuel	NA	NA	  57
Pliny	NA	NA	  57
Free, John	NA	NA	  57
Randolph, Thomas	NA	NA	  56
Recorde, Robert	NA	NA	  56
Jones, Andrew	NA	NA	  56
Glanvill, Joseph	NA	NA	  56
Lyly, John	NA	NA	  56
Fisher, Edward	NA	NA	  56
Davies, Samuel	NA	NA	  56
Ostervald, Jean Frédéric	NA	NA	  56
Farnaby, Thomas	NA	NA	  56
Clergyman Of The Church Of England	NA	NA	  56
Reynolds, Frederick	NA	NA	  56
Maddox, Isaac	NA	NA	  56
Milner, John	NA	NA	  56
Stennett, Joseph	NA	NA	  56
Pearse, Salem	NA	NA	  55
Byfield, Nicholas	NA	NA	  55
Collinges, John	NA	NA	  55
Jenkins, David	NA	NA	  55
Pierce, Thomas	NA	NA	  55
Booker, John	NA	NA	  55
Edwards, Thomas	NA	NA	  55
Rous, Francis	NA	NA	  55
Newton, Isaac	NA	NA	  55
Chaucer, Geoffrey	NA	NA	  55
Pearce, Zachary	NA	NA	  55
Chalmers, George	NA	NA	  55
Gordon, William	NA	NA	  55
Ash, John	NA	NA	  55
Vertot	NA	NA	  55
Swan, John	NA	NA	  55
Coke, Thomas	NA	NA	  55
Woolston, Thomas	NA	NA	  55
Morgan, Thomas	NA	NA	  55
Parnell, Thomas	NA	NA	  55
Adams, William	NA	NA	  55
Douglas, John	NA	NA	  55
Boerhaave, Herman	NA	NA	  55
White, William	NA	NA	  55
Grattan, Henry	NA	NA	  55
Fenner, William	NA	NA	  54
Hardy, Nathaniel	NA	NA	  54
Dury, John	NA	NA	  54
Jewel, John	NA	NA	  54
Head, Richard	NA	NA	  54
Allen, William	NA	NA	  54
Hutchins	NA	NA	  54
Chapman, George	NA	NA	  54
Le Clerc, Jean	NA	NA	  54
Norwood, Richard	NA	NA	  54
Kearsley, George	NA	NA	  54
Kilner, Dorothy	NA	NA	  54
Rochester, John Wilmot	NA	NA	  54
Adams, George	NA	NA	  54
Ruddiman, Thomas	NA	NA	  54
Wakely, Andrew	NA	NA	  54
Motteux, Peter Anthony	NA	NA	  54
Scott, William	NA	NA	  54
Glover, Richard	NA	NA	  54
Ridpath, George	NA	NA	  54
Gibbons, Thomas	NA	NA	  54
Dudley, H. Bate	NA	NA	  54
Pennyman, John	NA	NA	  53
Walker, Clement	NA	NA	  53
Marshall, Stephen	NA	NA	  53
Fisher, John	NA	NA	  53
Maxwell, John	NA	NA	  53
Brome, Richard	NA	NA	  53
Cockburn, John	NA	NA	  53
Fowler, Edward	NA	NA	  53
Freeholder	NA	NA	  53
