original	polished	Count
printed for T.M.	printed for T.M	10
printed by T. Robson and Co.	printed by T. Robson and Co	10
printed by W. Chase and Co.	printed by W. Chase and Co	10
Printed by J. Smart.	Printed by J. Smart	 9
Printed by Benjamin Took and John Crook .. and are to be sold by Mary Crook ..	Printed by Benjamin Took and John Crook .. and are to be sold by Mary Crook	 9
Printed by John Crooke .. and are to be sold by Samuel Dancer ..	Printed by John Crooke .. and are to be sold by Samuel Dancer	 9
by Evan Tyler ...	by Evan Tyler	 9
Printed for M[ary]. W[estwood].	Printed for M[ary]. W[estwood]	 9
Printed for M.W.	Printed for M.W	 9
printed for W.D.	printed for W.D	 9
printed for T.S.	printed for T.S	 9
Printed for B.A.	Printed for B.A	 9
printed for W.R.	printed for W.R	 9
printed for W.B.	printed for W.B	 9
printed for I.T.	printed for I.T	 9
printed and sold by John Marshall and Co.	printed and sold by John Marshall and Co	 9
Licensed and enter'd according to order.	Licensed and enter'd according to order	 8
Sold by J. Marshall, ... and R. White, ... London. By S. Hazard, at Bath; J. Elder, at Edinburgh; and by all booksellers, newsmen, and hawkers, in town and country.	Sold by J. Marshall, ... and R. White, ... London. By S. Hazard, at Bath; J. Elder, at Edinburgh; and by all booksellers, newsmen, and hawkers, in town and country	 8
Printed by Thomas Finlason ..	Printed by Thomas Finlason	 8
By the deputies of Christopher Barker ..	By the deputies of Christopher Barker	 8
printed by the heirs and successors of Andrew Anderson ...	printed by the heirs and successors of Andrew Anderson	 8
By L. Lichfield ..	By L. Lichfield	 8
Printed by James Flesher ..	Printed by James Flesher	 8
printed for M.W.	printed for M.W	 8
printed for W.H.	printed for W.H	 8
printed for B.H.	printed for B.H	 8
Printed for W.M.	Printed for W.M	 8
printed by A.M.	printed by A.M	 8
printed by I.C.	printed by I.C	 8
printed for J.H.	printed for J.H	 8
printed by T.M.	printed by T.M	 8
printed for T.W.	printed for T.W	 8
printed by B[ernard]. A[lsop].	printed by B[ernard]. A[lsop]	 8
printed for J.C.	printed for J.C	 8
Printed by J. Chalmers & Co.	Printed by J. Chalmers & Co	 7
ex officinâ hæredum Andreæ Anderson, anno Dom.	ex officinâ hæredum Andreæ Anderson, anno Dom	 7
to the Univ. of Cambridge.	to the Univ. of Cambridge	 7
re-printed by the heir of Andrew Anderson ...	re-printed by the heir of Andrew Anderson	 7
printed by Evan Tyler ...	printed by Evan Tyler	 7
printed by J.B.	printed by J.B	 7
Printed for L.C.	Printed for L.C	 7
printed for A.C.	printed for A.C	 7
printed for R. W.	printed for R. W	 7
printed for J.G.	printed for J.G	 7
printed for N.T.	printed for N.T	 7
printed for T.H.	printed for T.H	 7
printed for R.L.	printed for R.L	 7
printed for J.T.	printed for J.T	 7
printed for R.H.	printed for R.H	 7
printed for I.H.	printed for I.H	 7
Printed by Bartholomew Green, and John Allen, printers to His Excellency the governour and Council.	Printed by Bartholomew Green, and John Allen, printers to His Excellency the governour and Council	 6
By the deputies of Christopher Barker ...	By the deputies of Christopher Barker	 6
Printed by and for A. M[ilbourn].	Printed by and for A. M[ilbourn]	 6
printed by and for A. M[ilbourn].	printed by and for A. M[ilbourn]	 6
printed for T.N.	printed for T.N	 6
printed for D. M.	printed for D. M	 6
printed for A.R.	printed for A.R	 6
printed for J.J.	printed for J.J	 6
for R.W.	for R.W	 6
Printed for J.C.	Printed for J.C	 6
printed by R.H.	printed by R.H	 6
printed for R.A.	printed for R.A	 6
printed by N.T.	printed by N.T	 6
printed for R.J.	printed for R.J	 6
Printed by the heir of Andrew Anderson ..	Printed by the heir of Andrew Anderson	 6
printed for D. M[allet].	printed for D. M[allet]	 6
printed for F.C. and T.B.	printed for F.C. and T.B	 6
for T.B.	for T.B	 6
printed by S[amuel]. G[reen]. and M[armaduke]. J[ohnson].	printed by S[amuel]. G[reen]. and M[armaduke]. J[ohnson]	 6
e Theatro Sheldoniano, an. Dom.	e Theatro Sheldoniano, an. Dom	 6
A.D.	A.D	 6
printed for T. Carnan and F. Newbery, Jun.	printed for T. Carnan and F. Newbery, Jun	 6
printed anno Dom.	printed anno Dom	 6
printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London, and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c.	printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London, and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c	 5
Si vende in Livorno presso Tommaso Masi, e Compagni.	Si vende in Livorno presso Tommaso Masi, e Compagni	 5
Printed and sold by S. Harward: sold also at his shops in Glocester and Cheltenham; ...	Printed and sold by S. Harward: sold also at his shops in Glocester and Cheltenham;	 5
Printed and sold by John Marshall, ... London; and may be had of the booksellers, newsmen, and hawkers in town and country.	Printed and sold by John Marshall, ... London; and may be had of the booksellers, newsmen, and hawkers in town and country	 5
Printed for the Companie of Stationers ...	Printed for the Companie of Stationers	 5
By Christopher Barker ...	By Christopher Barker	 5
Imprinted at London in Powles Churchyarde by Richard Iugge and Iohn Cawood [i.e. B. Norton and J. Bill] ...	Imprinted at London in Powles Churchyarde by Richard Iugge and Iohn Cawood [i.e. B. Norton and J. Bill]	 5
By Bonham Norton and Iohn Bill ...	By Bonham Norton and Iohn Bill	 5
for H.G.	for H.G	 5
By Bonham Norton and Iohn Bill ..	By Bonham Norton and Iohn Bill	 5
By Robert Barker ..	By Robert Barker	 5
printed for M[ary]. W[estwood].	printed for M[ary]. W[estwood]	 5
Printed for A. B.	Printed for A. B	 5
Printed by Leonard Lichfield ...	Printed by Leonard Lichfield	 5
Printed for Thomas Parkhurst ...	Printed for Thomas Parkhurst	 5
Printed for Thomas Parkhurst ..	Printed for Thomas Parkhurst	 5
printed for I.C.	printed for I.C	 5
printed for G.W.	printed for G.W	 5
for R.VV.	for R.VV	 5
Printed for M.S.	Printed for M.S	 5
printed for J.L.	printed for J.L	 5
printed by N[athaniel]. T[hompson].	printed by N[athaniel]. T[hompson]	 5
printed for R.M.	printed for R.M	 5
Printed for P. Brooksby ..	Printed for P. Brooksby	 5
printed for I.G.	printed for I.G	 5
printed for H.H.	printed for H.H	 5
Printed for T.D.	Printed for T.D	 5
printed for H.S.	printed for H.S	 5
printed by W.G.	printed by W.G	 5
printed for I. T.	printed for I. T	 5
Printed by J.C.	Printed by J.C	 5
printed for H.R.	printed for H.R	 5
printed for N.B.	printed for N.B	 5
printed for D.W.	printed for D.W	 5
printed for F[rancis]. C[oles]. and T.B.	printed for F[rancis]. C[oles]. and T.B	 5
printed for R. L.	printed for R. L	 5
Printed for T.W.	Printed for T.W	 5
printed for M.R.	printed for M.R	 5
printed for T.J.	printed for T.J	 5
printed for W.L.	printed for W.L	 5
printed for J. B.	printed for J. B	 5
printed for T.D.	printed for T.D	 5
printed for J. C.	printed for J. C	 5
printed by Thomas Lee and Co.	printed by Thomas Lee and Co	 5
printed for Harrison & Co.	printed for Harrison & Co	 5
Printed by Bartholomew Green, printer to His Excellency, the governour and Council.	Printed by Bartholomew Green, printer to His Excellency, the governour and Council	 4
Printed by Marmaduke Johnson.	Printed by Marmaduke Johnson	 4
Printed by B. Green, and J. Allen.	Printed by B. Green, and J. Allen	 4
Printed by John Foster.	Printed by John Foster	 4
printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London; and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c.	printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London; and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c	 4
Printed by C.P.	Printed by C.P	 4
printed by T. Warren, jun.	printed by T. Warren, jun	 4
Printed anno Dom.	Printed anno Dom	 4
printed A.D.	printed A.D	 4
printed and sold by James Chalmers & Co.	printed and sold by James Chalmers & Co	 4
Printed and sold by J. Evans, ...	Printed and sold by J. Evans,	 4
Printed for C. Sheppard, and sold at his book and print warehouse, ...	Printed for C. Sheppard, and sold at his book and print warehouse,	 4
R. Watkins a. J. Robertes.	R. Watkins a. J. Robertes	 4
Soc. of Statrs.	Soc. of Statrs	 4
Tho. Berthelet excudebat. Cum priuilegio.	Tho. Berthelet excudebat. Cum priuilegio	 4
by W. I[ones].	by W. I[ones]	 4
ex officina haeredum Andreae Anderson ...	ex officina haeredum Andreae Anderson	 4
printed by S[tephen]. B[ulkley].	printed by S[tephen]. B[ulkley]	 4
Printed for Jonathan Robinson ...	Printed for Jonathan Robinson	 4
Printed by Charles Bill, and the Executrix of Thomas Newcomb, deceas'd ...	Printed by Charles Bill, and the Executrix of Thomas Newcomb, deceas'd	 4
printed for J. S.	printed for J. S	 4
Printed by Leonard Lichfield ..	Printed by Leonard Lichfield	 4
Printed for R. Royston ..	Printed for R. Royston	 4
Printed for Francis Smith ..	Printed for Francis Smith	 4
s.b.	s.b	 4
Printed for H.J.	Printed for H.J	 4
printed by R.O. & G.D.	printed by R.O. & G.D	 4
Printed for E.E.	Printed for E.E	 4
by I[ohn]. H[ammond].	by I[ohn]. H[ammond]	 4
printed by I.R.	printed by I.R	 4
printed by A[braham]. M[iller].	printed by A[braham]. M[iller]	 4
printed Anno Dom.	printed Anno Dom	 4
Printed for J.B.	Printed for J.B	 4
printed by R.I.	printed by R.I	 4
Printed for R.A.	Printed for R.A	 4
printed for A.M.	printed for A.M	 4
Printed by John Bill and Christopher Barker ..	Printed by John Bill and Christopher Barker	 4
Printed for John Dunton ..	Printed for John Dunton	 4
printed for R. H.	printed for R. H	 4
printed by F[rancis]. L[each].	printed by F[rancis]. L[each]	 4
printed for T.G.	printed for T.G	 4
printed for T. B.	printed for T. B	 4
printed for E.P.	printed for E.P	 4
printed for C.R.	printed for C.R	 4
printed for C.G.	printed for C.G	 4
printed for M.B.	printed for M.B	 4
printed for G.L.	printed for G.L	 4
printed by R.A.	printed by R.A	 4
printed for S.M.	printed for S.M	 4
printed for C.W.	printed for C.W	 4
printed for J.D.	printed for J.D	 4
Printed by E.G.	Printed by E.G	 4
printed for W.C.	printed for W.C	 4
Printed by N.T.	Printed by N.T	 4
Printed for J.H.	Printed for J.H	 4
printed by T.F. for F.S.	printed by T.F. for F.S	 4
printed for A.N.	printed for A.N	 4
printed for J.P.	printed for J.P	 4
printed for J.R.	printed for J.R	 4
printed by S.B.	printed by S.B	 4
printed for T. S.	printed for T. S	 4
printed at the Theater, An. Dom.	printed at the Theater, An. Dom	 4
printed by the heirs and successors of Andrew Anderson, Anno Dom.	printed by the heirs and successors of Andrew Anderson, Anno Dom	 4
printed for Lackington, Allen, and Co.	printed for Lackington, Allen, and Co	 4
printed by J.D.	printed by J.D	 4
printed by the heirs and successors of Andrew Anderson. Anno Dom.	printed by the heirs and successors of Andrew Anderson. Anno Dom	 4
re-printed by the heirs and successors of Andrew Anderson, anno Dom.	re-printed by the heirs and successors of Andrew Anderson, anno Dom	 4
printed by John Johnson, for Thomas Field and Co.	printed by John Johnson, for Thomas Field and Co	 4
printed for T. Carnan and F. Newbery, jun.	printed for T. Carnan and F. Newbery, jun	 4
Anno Dom.	Anno Dom	 4
printed by Robert Sanders. Anno Dom.	printed by Robert Sanders. Anno Dom	 4
printed by W. Blanchard and Co.	printed by W. Blanchard and Co	 4
printed by Chase and Co.	printed by Chase and Co	 4
printed by James Hoey, jun.	printed by James Hoey, jun	 4
Printed by Andrews and Trewman, behind the Guildhall, Exon; and published, every Friday morning early, by R. Weatherley, printer, on the Parade, Plymouth; by whom, and by J. Cooke, bookseller, in Pater-noster-Row, London....	Printed by Andrews and Trewman, behind the Guildhall, Exon; and published, every Friday morning early, by R. Weatherley, printer, on the Parade, Plymouth; by whom, and by J. Cooke, bookseller, in Pater-noster-Row, London	 3
na officina da Real Missaō de Dinamarca.	na officina da Real Missaō de Dinamarca	 3
printed by T. Ruddiman and Co.	printed by T. Ruddiman and Co	 3
printed for J. Whitfield, Bookseller, Bridge-End, and sold by him; and the other booksellers in Newcastle, Hexham, Carlisle, Whitehaven, &c. &c.	printed for J. Whitfield, Bookseller, Bridge-End, and sold by him; and the other booksellers in Newcastle, Hexham, Carlisle, Whitehaven, &c. &c	 3
e Typographeo Clarendoniano, an. Dom.	e Typographeo Clarendoniano, an. Dom	 3
Sadler, print.	Sadler, print	 3
Burbage and Stretton, printers, &c.	Burbage and Stretton, printers, &c	 3
printed and sold by J. Chalmers and Co.	printed and sold by J. Chalmers and Co	 3
Printed by C.C.	Printed by C.C	 3
Impensis J. Burdon, Winton.	Impensis J. Burdon, Winton	 3
printed for Peter Wilson; and James Hoey, jun.	printed for Peter Wilson; and James Hoey, jun	 3
printed by James Chalmers & Co.	printed by James Chalmers & Co	 3
Printed by Andrew Brice, Exon.	Printed by Andrew Brice, Exon	 3
printed for R. C. and C. F.	printed for R. C. and C. F	 3
printed for J. Creswick, and Co.	printed for J. Creswick, and Co	 3
Printed by the assigns of John Bill and Christopher Barker, printers to the Kings Most Excellent Majesty.	Printed by the assigns of John Bill and Christopher Barker, printers to the Kings Most Excellent Majesty	 3
Printed for I. Walsh servt. to her Ma[jes]tie. ...	Printed for I. Walsh servt. to her Ma[jes]tie.	 3
Printed for Harrison & Co. ...	Printed for Harrison & Co.	 3
Sold by J. Marshall, ... and R. White, ... London. By S. Hazard, at Bath; J. Elder, at Edinburgh, and by all booksellers, newsmen, and hawkers, in town and country.	Sold by J. Marshall, ... and R. White, ... London. By S. Hazard, at Bath; J. Elder, at Edinburgh, and by all booksellers, newsmen, and hawkers, in town and country	 3
Printed for the booksellers.	Printed for the booksellers	 3
in aedibus Thomae Bertheleti Regii impressoris. excus.	in aedibus Thomae Bertheleti Regii impressoris. excus	 3
for H.G[osson].	for H.G[osson]	 3
By Robert Barker ...	By Robert Barker	 3
by G.E.	by G.E	 3
In aedibus Thomae Bertheleti regii impressoris. Cum priuilegio a rege indulto.	In aedibus Thomae Bertheleti regii impressoris. Cum priuilegio a rege indulto	 3
In officina Thomæ Bertheleti typis impress. ..	In officina Thomæ Bertheleti typis impress.	 3
for H. G[osson].	for H. G[osson]	 3
Printed by W. Wilson, for E. Brewster and George Sawbridge ...	Printed by W. Wilson, for E. Brewster and George Sawbridge	 3
printed for John Martyn, printer to the R. S.	printed for John Martyn, printer to the R. S	 3
printed for John Martyn, printer to the R.S.	printed for John Martyn, printer to the R.S	 3
printed for C. P.	printed for C. P	 3
printed by Robert Sanders ...	printed by Robert Sanders	 3
printed by the Heirs and Successors of Andrew Anderson ...	printed by the Heirs and Successors of Andrew Anderson	 3
excudebat Andreas Anderson ...	excudebat Andreas Anderson	 3
printed by Christopher Higgins ...	printed by Christopher Higgins	 3
Printed for B.J.	Printed for B.J	 3
Printed by Evan Tyler ...	Printed by Evan Tyler	 3
Printed for Charles Brome ...	Printed for Charles Brome	 3
Printed by John Field ...	Printed by John Field	 3
printed for T. M.	printed for T. M	 3
Printed for A. Baldwin ...	Printed for A. Baldwin	 3
Printed for Robert Bostock ...	Printed for Robert Bostock	 3
Printed for Henry Cripps ..	Printed for Henry Cripps	 3
Printed for Charles Brome ..	Printed for Charles Brome	 3
Printed by Benjamin Took .. and are to be sold by Joseph Wilde ..	Printed by Benjamin Took .. and are to be sold by Joseph Wilde	 3
Printed for James Dean ..	Printed for James Dean	 3
Printed for B.H.	Printed for B.H	 3
Printed for Simon Miller ..	Printed for Simon Miller	 3
Printed for M.T.	Printed for M.T	 3
Printed by George Larkin ..	Printed by George Larkin	 3
Printed by John Streater ..	Printed by John Streater	 3
Printed for W. Gilbertson ..	Printed for W. Gilbertson	 3
printed for the use and benefit of Thomas Gibbs, Gent.	printed for the use and benefit of Thomas Gibbs, Gent	 3
Printed for Francis Tyton ..	Printed for Francis Tyton	 3
Printed by J. Leake for Henry Rhodes ..	Printed by J. Leake for Henry Rhodes	 3
Printed by G. Croom ..	Printed by G. Croom	 3
Printed by Charles Bill and the executrix of Thomas Newcomb deceas'd ..	Printed by Charles Bill and the executrix of Thomas Newcomb deceas'd	 3
printed by D.M.	printed by D.M	 3
printed for M.T.	printed for M.T	 3
printed for H.J.	printed for H.J	 3
printed for M. W.	printed for M. W	 3
printed for W.P.	printed for W.P	 3
printed for G.R.	printed for G.R	 3
Printed by R.A.	Printed by R.A	 3
printed by R. W.	printed by R. W	 3
printed for H.E.	printed for H.E	 3
by J.C.	by J.C	 3
Printed for J.L.	Printed for J.L	 3
Printed for R.W.	Printed for R.W	 3
Printed for G.E.	Printed for G.E	 3
Printed for J.G.	Printed for J.G	 3
Printed by J.H.	Printed by J.H	 3
printed for R.C.	printed for R.C	 3
printed for R.T.	printed for R.T	 3
Printed for J.K.	Printed for J.K	 3
printed by J.R.	printed by J.R	 3
printed for T.U.	printed for T.U	 3
printed for D.B.	printed for D.B	 3
printed by T.S.	printed by T.S	 3
Printed for Giles Calvert ..	Printed for Giles Calvert	 3
Printed for John Wright ..	Printed for John Wright	 3
Printed by Peter Cole and Edward Cole ..	Printed by Peter Cole and Edward Cole	 3
Printed for R.G.	Printed for R.G	 3
printed by M.S.	printed by M.S	 3
Printed for Richard Baldwin ..	Printed for Richard Baldwin	 3
Printed by N.T. ..	Printed by N.T.	 3
Printed for A.B.	Printed for A.B	 3
by T.B.	by T.B	 3
printed for S.E.	printed for S.E	 3
printed for M.S.	printed for M.S	 3
Printed for I.T.	Printed for I.T	 3
Printed for R. Bentley ..	Printed for R. Bentley	 3
printed for T.V.	printed for T.V	 3
for T.D.	for T.D	 3
Printed by George Croom ..	Printed by George Croom	 3
printed for O[badiah]. B[lagrave]. and R.H.	printed for O[badiah]. B[lagrave]. and R.H	 3
printed for F.F.	printed for F.F	 3
printed by F.L.	printed by F.L	 3
printed for M. T.	printed for M. T	 3
printed by R.O. and G.D.	printed by R.O. and G.D	 3
printed for R. A.	printed for R. A	 3
printed for T. G.	printed for T. G	 3
printed for T. W.	printed for T. W	 3
printed for G.T.	printed for G.T	 3
printed for R.D.	printed for R.D	 3
Printed by T.M.	Printed by T.M	 3
printed for E.C.	printed for E.C	 3
printed for R. P.	printed for R. P	 3
Printed for Brabazon Aylmer ..	Printed for Brabazon Aylmer	 3
printed by T.N.	printed by T.N	 3
printed for W.T.	printed for W.T	 3
printed for R. B.	printed for R. B	 3
printed for B. W.	printed for B. W	 3
Printed by G.M.	Printed by G.M	 3
printed for W.W.	printed for W.W	 3
printed for I.W.	printed for I.W	 3
printed for W. R.	printed for W. R	 3
printed for H[enry]. S[eile].	printed for H[enry]. S[eile]	 3
Printed for A.L.	Printed for A.L	 3
Printed for J.A.	Printed for J.A	 3
for I.W.	for I.W	 3
for T. B.	for T. B	 3
printed by B. A.	printed by B. A	 3
printed by Matthew Carey, the fifth door south of Spruce-street, on the east side of Front-street ...	printed by Matthew Carey, the fifth door south of Spruce-street, on the east side of Front-street	 3
George Bunce, & Co.	George Bunce, & Co	 3
printed for I.P.	printed for I.P	 3
printed for P.B.	printed for P.B	 3
Printed Anno Dom.	Printed Anno Dom	 3
Printed for J.D.	Printed for J.D	 3
printed by George Esmand and Comp.	printed by George Esmand and Comp	 3
printed by C. Stewart & Co.	printed by C. Stewart & Co	 3
printed for M. C.	printed for M. C	 3
printed by R. D.	printed by R. D	 3
printed for Tho. Wotton; J. Shuckburgh: and T. Osborne, jun.	printed for Tho. Wotton; J. Shuckburgh: and T. Osborne, jun	 3
printed by J. M. Mozley and Co.	printed by J. M. Mozley and Co	 3
printed for W. Peacock. And sold by all booksellers, stationers, &c.	printed for W. Peacock. And sold by all booksellers, stationers, &c	 3
printed for C. M.	printed for C. M	 3
printed for J. W.	printed for J. W	 3
excudit T. Pote; veneunt etiam Londini apud T. Payne; J. Fletcher, Oxon. et J. et J. Merrill, Cantab.	excudit T. Pote; veneunt etiam Londini apud T. Payne; J. Fletcher, Oxon. et J. et J. Merrill, Cantab	 3
printed for T. Becket and Co.	printed for T. Becket and Co	 3
Becket, etc.	Becket, etc	 2
printed & sold at Bland & Wellers, Music Warehouse, 23, Oxford Strt.	printed & sold at Bland & Wellers, Music Warehouse, 23, Oxford Strt	 2
printed for M. Cooper ...	printed for M. Cooper	 2
by R. P.	by R. P	 2
printed by James Phillips, George-yard, Lombard-street.	printed by James Phillips, George-yard, Lombard-street	 2
Printed for Samuel Sewall.	Printed for Samuel Sewall	 2
Printed by Samuel Green and Marmaduke Johnson.	Printed by Samuel Green and Marmaduke Johnson	 2
Printed [by Samuel Green] at Cambridge.	Printed [by Samuel Green] at Cambridge	 2
Printed by Bartholomew Green.	Printed by Bartholomew Green	 2
Printed by Samuel Green at Cambridg in New-England.	Printed by Samuel Green at Cambridg in New-England	 2
Printed by Bartholomew Green, and John Allen.	Printed by Bartholomew Green, and John Allen	 2
Printed by B. Green, and J. Allen, for Samuel Phillips at the brick shop.	Printed by B. Green, and J. Allen, for Samuel Phillips at the brick shop	 2
Printed by Benjamin Harris, printer to His Excellency, the governour and Council.	Printed by Benjamin Harris, printer to His Excellency, the governour and Council	 2
Printed by Bartholomew Green, and John Allen, printers to His Excellency the governour and Council. Sold at the printing-house.	Printed by Bartholomew Green, and John Allen, printers to His Excellency the governour and Council. Sold at the printing-house	 2
Printed and sold by William Bradford, printer to the Kings Excellent Majesty at the Bible in New-York.	Printed and sold by William Bradford, printer to the Kings Excellent Majesty at the Bible in New-York	 2
et se trouve à Lausanne, chez Franc̜ois Grasset & Comp.	et se trouve à Lausanne, chez Franc̜ois Grasset & Comp	 2
Printed by E. Russell, in the Main-Street. .	Printed by E. Russell, in the Main-Street.	 2
Printed by B. Green, and J. Allen, for Samuel Phillips, at the brick shop.	Printed by B. Green, and J. Allen, for Samuel Phillips, at the brick shop	 2
Gedruckt und zu finden bey Samuel Saur. .	Gedruckt und zu finden bey Samuel Saur.	 2
Printed by Charles Bill and Thomas Newcomb, printers to the King and Queen's most Excellent Majesties.	Printed by Charles Bill and Thomas Newcomb, printers to the King and Queen's most Excellent Majesties	 2
re-printed by the heirs and successors of Andrew Anderson, anno dom.	re-printed by the heirs and successors of Andrew Anderson, anno dom	 2
imprimebat J. W.	imprimebat J. W	 2
printed for J.W. J.K. D.M. A.B. E.R. M.R. T.L. B.M. and A.W.	printed for J.W. J.K. D.M. A.B. E.R. M.R. T.L. B.M. and A.W	 2
printed for T. Carnan, and F. Newbery, Jun.	printed for T. Carnan, and F. Newbery, Jun	 2
printed for the author, and sold by him in the Square Manchester: also sold by T. Osborne, Gray's Inn; A. Millar, Strand; R. Hett, Poultry; E. Comyns, Royal-Exchange; I. Hinton, and I. Rivington, St. Paul's Church Yard; R. Dodsley, Pall-Mall; W. Sandby, Fleet Street, Booksellers in London. and by the Booksellers in Great Britain and Ireland. Published according to a lot of Parliament.	printed for the author, and sold by him in the Square Manchester: also sold by T. Osborne, Gray's Inn; A. Millar, Strand; R. Hett, Poultry; E. Comyns, Royal-Exchange; I. Hinton, and I. Rivington, St. Paul's Church Yard; R. Dodsley, Pall-Mall; W. Sandby, Fleet Street, Booksellers in London. and by the Booksellers in Great Britain and Ireland. Published according to a lot of Parliament	 2
printed for Robert Wilkinson, No. 58, Cornhill: Where may be had, a Collection of Sixty-Five Views in Scotland, consisting of Cities, Towns, Castles, Cathedrals, &c.	printed for Robert Wilkinson, No. 58, Cornhill: Where may be had, a Collection of Sixty-Five Views in Scotland, consisting of Cities, Towns, Castles, Cathedrals, &c	 2
typis academicis excudebat J. Archdeacon, ubi veneunt apud J. & J. Merrill; Londini apud J. Deighton, No. 274. Holborn; et J. Fletcher, Oxon.	typis academicis excudebat J. Archdeacon, ubi veneunt apud J. & J. Merrill; Londini apud J. Deighton, No. 274. Holborn; et J. Fletcher, Oxon	 2
printed under the inspection of the Literary Association, and sold by John Creswick, and Co.	printed under the inspection of the Literary Association, and sold by John Creswick, and Co	 2
printed by J. Bullock, J. Spencer and J. Bullock, junr.	printed by J. Bullock, J. Spencer and J. Bullock, junr	 2
printed for J. Peele, at Locke's-Head in Pater-Noster-Row; and N. Blandford at the London-Gazette, Charing-Cross.	printed for J. Peele, at Locke's-Head in Pater-Noster-Row; and N. Blandford at the London-Gazette, Charing-Cross	 2
printed for J. and R. Tonson in the Strand.	printed for J. and R. Tonson in the Strand	 2
Printed anno dom.	Printed anno dom	 2
printed for R. Phillips. Sold by H. D. Symonds; Carpenter and Co.	printed for R. Phillips. Sold by H. D. Symonds; Carpenter and Co	 2
printed by Henry and Robert Joy and Co.	printed by Henry and Robert Joy and Co	 2
printed at the Minerva Press, by W. Hallgarth, jun.	printed at the Minerva Press, by W. Hallgarth, jun	 2
printed by R. Goadby and Comp.	printed by R. Goadby and Comp	 2
impensis G. S.	impensis G. S	 2
printed in the Courier office, by W. Reid and Co.	printed in the Courier office, by W. Reid and Co	 2
