original	polished	count
[Litchfield, Conn.	Litchfield Ct	3
Fish-Kill [N.Y.]	Fishkill N.Y	3
[Germantown, Pa.]	Germantown Pa	3
[Plymouth?	Plymouth	3
[Chester]	Chester	3
[Newcastle?	Newcastle	3
Leedes	Leeds	3
Chesterfield	Chesterfield	3
[Copenhagen]	Copenhagen	3
Air	Ayr	3
[Twickenham]	Twickenham	3
Cantabrigiae	Cambridge	3
Etonæ	Eton	3
Llundain	London	3
Caerfyrddin	Carmarthen	3
Parisiis	Paris	3
Brussels [i.e. London?]	London	3
[Norwich]	Norwich	3
A Londres [Paris?]	London	3
Paris [i.e. London?]	London	3
Macclesfield	Macclesfield	3
Paris [i.e. London]	London	3
Darlington	Darlington	3
Paris [London]	Paris	3
Londres [i.e. Amsterdam]	Amsterdam	3
Tewkesbury	Tewkesbury	3
Woodbridge	Woodbridge N.J	3
[Cambridge?]	Cambridge	3
London and Westminster	London	3
Dundee	Dundee	3
Edinburgh printed	Edinburgh	3
Falkirk	Falkirk	3
Winchester	Winchester	3
[Norwich?]	Norwich	3
Dublin printed	Dublin	3
[Birmingham	Birmingham	3
[Oxford?]	Oxford	3
London]	London	3
London?]	London	3
London.	London	3
Middleburg [i.e. London]	London	3
Imprinted at Edinburgh [i.e. London]	London	3
Imprinted at London in Powles Churchyarde	London	3
Imprentit at Sanctandrois	NA	3
Tot Londen	London	3
[Imprinted at Londo[n]	London	3
A Edimbourg [i.e. Paris]	Paris	3
Printed by his Majesties speciall command at Cambridge	NA	3
[Kilkenny]	Kilkenny	3
[s.l.	NA	3
Londini [i.e. Utrecht]	Utrecht	3
Londoni	London	3
Loudon [sic]	London	3
Lonon [sic]	London	3
Kingston, Jamaica	Kingston Jamaica	3
Sheffield [England]	Sheffield	3
Halifax [Nova Scotia]	Halifax N.S	3
London [England	London	3
Galway [Ireland]	Galway	3
[Canterbury, England]	Canterbury	3
Baltimore [Md.]	Baltimore Md	3
New York [New York]	New York N.Y	3
Philadelphie [Philadelphia, Pa.	Philadelphia Pa	3
Doncaster [England]	Doncaster	3
[Stamford, England]	Stamford	3
[Newcastle upon Tyne, England]	Newcastle	3
London, [England]	London	3
[Jamaica	Kingston Jamaica	3
Oxon [Oxford]	Oxford	2
[Northampton	Northampton	2
[Northampton?	Northampton	2
Jamaica	Kingston Jamaica	2
Whitehaven	Whitehaven	2
London [i.e. Dublin?]	Dublin	2
Londres [i.e. Amsterdam	Amsterdam	2
[London,]	London	2
[London, ]	London	2
Printed at Delph in Holland	Delft	2
[Annapolis, Md.	Annapolis Md	2
[Harrisburg?	Harrisburgh Pa	2
[Savannah, Ga.	Savannah Ga	2
Londini [i.e. Germany]	Hamburg	2
Edinburghi	Edinburgh	2
Exeter, [England]	Exeter	2
Exeter [England]	Exeter	2
[Chester	Chester	2
Boston, in N.E.	Boston Ma	2
[Cambridge, Mass.?	Cambridge Ma	2
[New Jersey	Newark N.J	2
[Saint Augustine	St. Augustine Fl	2
[Massachusetts?	Boston Ma	2
[Newburyport, Mass.	Newburyport Ma	2
[Halifax, N.S.?	Halifax N.S	2
[New Jersey?	Newark N.J	2
[Danvers, Mass.]	Danvers Ma	2
Portsmouth, in New-Hampshire	Portsmouth N.H	2
Commonwealth of Massachusetts: Boston	Boston Ma	2
Newbury-Port: [Mass.]	Newburyport Ma	2
Warren (Rhode-Island)	Warren R.I	2
Portsmouth: New-Hampshire	Portsmouth N.H	2
Printed at Exeter [N.H.]	Exeter N.H	2
[Providence?]	Providence R.I	2
Printed at Portland [Me.]	Portland Me	2
Chatham [N.J.]	Chatham N.J	2
Worcester [Mass]	Worcester Ma	2
[Norwich, Conn.?	Norwich Ct	2
Providence (Rhode Island)	Providence R.I	2
[Williamsburg, Va.?	Williamsburg Va	2
[Norwich, Conn.	Norwich Ct	2
[Fishkill, N.Y.?	Fishkill N.Y	2
[Woodbridge, N.J.?	Woodbridge N.J	2
[New London, Conn.	New London Ct	2
Walpole, Newhampshire	Walpole N.H	2
Printed in Hudson [N.Y.]	Hudson N.Y	2
[Jacksonburgh, S.C.	Jacksonburgh S.C	2
[Halifax, N.C.?	Halifax N.C	2
[Lancaster Pa.	Lancaster Pa	2
Charles-Town [i.e., Charleston, S.C.]	Charleston S.C	2
[Boston] America	Boston Ma	2
Hagerstown [Md.]	Hagerstown Md	2
New-York.	New York N.Y	2
Massachuset; Boston	Boston Ma	2
Richmond [Va.]	Richmond Va	2
Westminster [Vt.]	Westminster Vt	2
A Philadelphie.	Philadelphia Pa	2
Reading [Pa.]	Reading Pa	2
Rutland [Vt.]	Rutland Vt	2
Salem [Mass.]; N.E.	Salem Ma	2
Springfield [Mass.]	Springfield Ma	2
York-town [Pa.]	York Pa	2
[United States]	United States	2
[Norfolk, Va.	Norfolk Va	2
[Richmond]	Richmond	2
[Albany, N.Y.	Albany N.Y	2
[Albany	Albany N.Y	2
Boston: in N.E.	Boston Ma	2
Savannah	Savannah Ga	2
Lancäster [Pa.]	Lancaster Pa	2
[Savannah?]	Savannah Ga	2
Portsmouth: N.H.	Portsmouth N.H	2
[New-London, Conn.]	New London Ct	2
[Annapolis]	Annapolis Md	2
Bennington [Vt.]	Bennington Vt	2
Philadelpaia [sic]	Philadelphia Pa	2
Boston: (Commonwealth of Massachusetts)	Boston Ma	2
Andover [Mass.]	Andover Ma	2
Printed at Stockbridge [Mass.]	Stockbridge Ma	2
[Amherst, N.H.]	Amherst N.H	2
Fish-kill [N.Y.]	Fishkill N.Y	2
[Newbern, N.C.?]	New Bern N.C	2
[Leominster, Mass.]	Leominster Ma	2
Halifax [N.S.]	Halifax N.S	2
Newbury [Mass.]	Newbury Ma	2
Londre	London	2
Wisbech	Wisbech	2
A Birmingham	Birmingham	2
Corte [i.e. London?]	London	2
Stamford	Stamford	2
Kelso	Kelso	2
London [i.e. Gainsborough]	Gainsborough	2
Chelmsford	Chelmsford	2
[Leeds]	Leeds	2
A Londres [i.e. Basle?]	Basel	2
[Newcastle upon Tyne]	Newcastle	2
Taunton	Taunton	2
Lichfield	Litchfield Ct	2
Abredoniæ	Aberdeen	2
Cirencester	Cirencester	2
Peterborough	Peterborough	2
[Bath	Bath	2
Gravesend	Gravesend	2
Dumfries	Dumfries	2
London-Derry	Londonderry	2
Newark	Newark	2
[Perth?	Perth	2
Howden	Howden	2
Londra [i.e. Venice?]	Venice	2
Londra[i.e. Venice]	Venice	2
Londres [Paris?]	London	2
[Birmingham?]	Birmingham	2
Waterford	Waterford	2
Londres [i.e. Brussels?]	Brussels	2
Londini [i.e. Paris]	Paris	2
[Glasgow?]	Glasgow	2
[Eton]	Eton	2
Sudbury	Sudbury	2
[Londres]	London	2
Edinborough	Edinburgh	2
[Darlington]	Darlington	2
Windsor	Windsor	2
Vienna	Vienna	2
[Birmingham?	Birmingham	2
Hereford	Hereford	2
Ludlow	Ludlow	2
Bury	Bury	2
[Plymouth	Plymouth	2
Lond.	London	2
[Downpatrick?	Downpatrick	2
A Edinbourg	Edinburgh	2
Preston	Preston	2
[Canterbury	Canterbury	2
Leith	Edinburgh	2
[Manchester]	Manchester	2
Hambourg [i.e. London]	London	2
Londres [i.e. Berlin]	Berlin	2
[Port-au-Prince]	Port-au-Prince	2
Londres [i.e. Winterthur	Winterthur	2
Maidstone	Maidstone	2
[London? :bs.n.	London	2
[Belfast?]	Belfast	2
London [i.e. The Hague]	The Hague	2
[Imprentit at Edinburgh	NA	2
At Oxford [i.e. London]	London	2
[Cologne	Cologne	2
Printed at Delph	Delft	2
[Utrecht	Utrecht	2
Lugduni Batavorum	Leiden	2
London [	London	2
Imprimé à Londres	London	2
Imprimè a Londres	London	2
Jmprinted at London	NA	2
Imprinted at Newcastle	Newcastle	2
Imprented at Edinburgh	NA	2
Ghedruckt tot Londen	London	2
Imprinted in London	London	2
Printed in Elisium [i.e. London]	London	2
A la Haye	The Hague	2
Printed at Vtrecht [i.e. London	London	2
Printed in Elisium [i.e. London	London	2
Lutetiæ Parisiorum [i.e. London]	London	2
[Cambridge and London]	NA	2
Printed at Amstelredam	Amsterdam	2
DublinI	Dublin	2
Printed at London [i.e. Holland	Amsterdam	2
[Emden	Emden	2
At S. Omers	St. Omer	2
Printed in Aberdene	Aberdeen	2
Prynted at London	NA	2
[Wesel?	Wesel	2
Louanii	London	2
At Delft [i.e. London	London	2
Printed at Rotterdam [i.e. London?]	London	2
Londoni [sic]	London	2
[Rouen	Rouen	2
Printed at VVaterford	Waterford	2
Printed by His Majesties command at Oxford [i.e. London]	London	2
Edinburgh [i.e. London]	London	2
Hagæ	The Hague	2
[Oxford, i.e. London?]	London	2
Printed at Corck	Cork	2
Printed at Delf in Holeand	Delft	2
Printed at Oxford, and reprinted at Shrewsbury	NA	2
[Kilkenny	Kilkenny	2
Imprinted at Bristoll	Bristol	2
Printed at Roüen	Rouen	2
Holy-Rood-House [i.e. Edinburgh]	Edinburgh	2
[Aberdeen]	Aberdeen	2
Reprinted at Edinburgh	Edinburgh	2
In the Savoy [i.e., London]	London	2
Printed at Corcke	Cork	2
Lodon [sic]	London	2
[[Edinburgh	Edinburgh	2
A Ratisbonne	Regensburg	2
Londom [sic]	London	2
Printed at Shrewsbury	Shrewsbury	2
Imprinted at Shrewsbury	Shrewsbury	2
Kilkenny	Kilkenny	2
[Nottingham?	Nottingham	2
Londgn [sic]	London	2
[London?] printed	London	2
Printed at Oxford [i.e. London?]	London	2
Bristoll [Avon]	Bristol	2
[Vevay,] Switzerland	Vevey	2
Edenburgh	Edinburgh	2
[Salisbury?	Salisbury	2
Nod-nol [i.e. London]	London	2
Hage	The Hague	2
Printed at Paris, cum privilegio	Paris	2
[Londonderry?	Londonderry	2
Londen [sic] [i.e. Cologne?]	Cologne	2
Nunc demum typis excusa Londinii	London	2
[In the Hague	The Hague	2
[Printed at the Hague	The Hague	2
[L]ondon	London	2
[London and Oxford]	NA	2
London, printed	London	2
Hagæ-Comitis [i.e. London]	London	2
York [i.e. London]	London	2
Oxford [i.e. London	London	2
Oxford [i.e., London]	London	2
Europe [i.e. London]	London	2
Octob. 10. London	London	2
Imprinted at Yondon [i.e. London]	London	2
Printed at Oxford [i.e. London	London	2
Oxford [i.e. London?]	London	2
Printed at Edinburgh [i.e. London]	London	2
Printed at Cambridge	Cambridge	2
Printed at Waterford in Ireland	Waterford	2
Lonkon [sic]	London	2
St. George's [Grenada]	St George's grenada	2
[Philadelphia, Pa.]	Philadelphia Pa	2
Hamburg [Germany]	Hamburg	2
[Dublin [Ireland]	Dublin	2
Litchfield (Connecticut)	Litchfield Ct	2
Staunton [Va.]	Staunton Va	2
Bury St. Edmunds [England]	Bury St. Edmunds	2
[Birmingham, England]	Birmingham	2
[Dumfries, Va.]	Dumfries Va	2
[Calcutta, India]	Calcutta	2
[Oxford, England	Oxford	2
[Fryeburg, Me.]	Fryeburg Me	2
Columbia [South Carolina]	Columbia S.C	2
Kelso [Scotland]	Kelso	2
[Aberdeen [Scotland]	Aberdeen	2
[Dundee, Scotland	Dundee	2
[Chelmsford, England]	Chelmsford	2
Belfast [Ireland]	Belfast	2
[Portsmouth, England]	Portsmouth	2
[Worcester, England]	Worcester	2
St. John's in Antigua	NA	2
Knoxville (state of Tennessee)	Knoxville Tn	2
[Aberdeen, Scotland]	Aberdeen	2
[Manchester, England]	Manchester	2
[Southampton, England]	Southampton	2
Leeds [England]	Leeds	2
Preston [England]	Preston	2
Darlington [England]	Darlington	2
[Chester, England]	Chester	2
Leicester [England]	Leicester	2
[Leicester, England]	Leicester	2
[Calcutta, India	Calcutta	2
[Whitehaven, England]	Whitehaven	2
New-Castle [England]	Newcastle	2
Newcastle[-upon-Tyne, England]	Newcastle	2
Clonmel [Ireland]	Clonmel	2
[Derby, England]	Derby	2
Kilkenny [Ireland]	Kilkenny	2
Northampton [England]	Northampton	2
[Oxford, England]	Oxford	2
[[London, England]	London	2
St. Ives in Huntingdonshire [England]	NA	2
Whitehaven [England]	Whitehaven	2
Madras [India]	Madras India	2
[Bury St. Edmunds, England]	Bury St. Edmunds	2
Nassau [Bahamas]	Nassau	2
Newbury (Vermont)	Newbury Vt	2
[Nassau, Bahamas	Nassau	2
Londres[i.e. Paris?]	Paris	2
[[London] In the Savoy	London	1
[Annapolis] Maryland	Annapolis Md	1
Glasgow printed	Glasgow	1
[Kelso	Kelso	1
[Lancaster]	Lancaster Pa	1
Stamford : printed by Newcomb and Peat; and sold for the benefit of the charity	Stamford	1
[Whitehaven	Whitehaven	1
Ireland	Dublin	1
[London : printed for Iohn Field for Edward Husband, to the Parliament of England	London	1
North-Shields	North Shields	1
[Winchester or Oxford?	Winchester	1
Banbury	Banbury	1
A Leide	Leiden	1
[Manchester?	Manchester	1
[London :]	London	1
[Liverpool?	Liverpool	1
A Londres [i.e. The Hague]	The Hague	1
A Paris [i.e. Dublin?]	Dublin	1
A Londres : [s.n.]	London	1
New Haven	New Haven Ma	1
London [i.e. Danzig, i.e. Gdansk]	Gdansk	1
[Dover, N.H.	Dover N.H	1
South Shields	South Shields	1
